日期,方向,标的
2025-02-28,做空,113674.SH
2025-02-28,做空,128109.SZ
2025-02-28,做空,113688.SH
2025-02-28,做空,113671.SH
2025-02-28,做空,113584.SH
2025-02-28,做空,127072.SZ
2025-02-28,做空,118013.SH
2025-02-28,做空,123048.SZ
2025-02-28,做空,123119.SZ
2025-02-28,做空,110086.SH
2025-03-28,做多,113685.SH
2025-03-28,做多,113050.SH
2025-03-28,做多,123236.SZ
2025-03-28,做多,127019.SZ
2025-03-28,做多,113643.SH
2025-03-28,做多,111019.SH
2025-03-28,做多,123183.SZ
2025-03-28,做多,127088.SZ
2025-03-28,做多,113681.SH
2025-03-28,做多,111010.SH
2025-03-28,做多,127089.SZ
2025-03-28,做多,111014.SH
2025-03-28,做多,123108.SZ
2025-03-28,做多,123194.SZ
2025-03-28,做多,118024.SH
2025-03-28,做多,110085.SH
2025-03-28,做多,113639.SH
2025-03-28,做多,123063.SZ
2025-03-28,做多,113648.SH
2025-03-28,做多,123193.SZ
2025-03-28,做多,123249.SZ
2025-03-28,做多,113682.SH
2025-03-28,做多,123146.SZ
2025-03-28,做多,113653.SH
2025-03-28,做多,113676.SH
2025-03-28,做多,123144.SZ
2025-03-28,做多,110095.SH
2025-03-28,做多,113657.SH
2025-03-28,做多,123159.SZ
2025-03-28,做多,123165.SZ
2025-03-28,做多,113068.SH
2025-03-28,做多,123247.SZ
2025-03-28,做多,123168.SZ
2025-03-28,做多,123172.SZ
2025-03-28,做多,123180.SZ
2025-03-28,做多,113679.SH
2025-03-28,做多,127059.SZ
2025-03-28,做多,111009.SH
2025-03-28,做多,113655.SH
2025-03-28,做多,127068.SZ
2025-03-28,做多,123233.SZ
2025-03-28,做多,113660.SH
2025-03-28,做多,127049.SZ
2025-03-28,做多,118034.SH
2025-03-28,做多,118031.SH
2025-03-28,做多,113059.SH
2025-03-28,做多,123179.SZ
2025-03-28,做多,127067.SZ
2025-03-28,做多,118032.SH
2025-03-28,做多,113670.SH
2025-03-28,做多,113665.SH
2025-03-28,做多,118042.SH
2025-03-28,做多,118005.SH
2025-03-28,做多,123154.SZ
2025-03-28,做多,113633.SH
2025-03-28,做多,123128.SZ
2025-03-28,做多,127098.SZ
2025-03-28,做多,118022.SH
2025-03-28,做多,113650.SH
2025-03-28,做多,127061.SZ
2025-03-28,做多,110092.SH
2025-03-28,做空,113588.SH
2025-03-28,做空,128138.SZ
2025-03-28,做空,123104.SZ
2025-03-28,做空,123109.SZ
2025-03-28,做空,113689.SH
2025-03-28,做空,110098.SH
2025-03-28,做空,127084.SZ
2025-03-28,做空,127017.SZ
2025-03-28,做空,123090.SZ
2025-03-28,做空,127107.SZ
2025-03-28,做空,128136.SZ
2025-03-28,做空,128134.SZ
2025-03-28,做空,128142.SZ
2025-03-28,做空,113070.SH
2025-03-28,做空,123059.SZ
2025-03-28,做空,110075.SH
2025-03-28,做空,123054.SZ
2025-03-28,做空,113043.SH
2025-03-28,做空,110097.SH
2025-03-28,做空,113687.SH
2025-03-28,做空,123071.SZ
2025-03-28,做空,113618.SH
2025-03-28,做空,113597.SH
2025-03-28,做空,113669.SH
2025-03-28,做空,123210.SZ
2025-03-28,做空,113616.SH
2025-03-28,做空,127083.SZ
2025-03-28,做空,113692.SH
2025-03-28,做空,118050.SH
2025-03-28,做空,113621.SH
2025-03-28,做空,128116.SZ
2025-03-28,做空,127016.SZ
2025-03-28,做空,113646.SH
2025-03-28,做空,123113.SZ
2025-03-28,做空,113066.SH
2025-03-28,做空,110096.SH
2025-03-28,做空,113615.SH
2025-03-28,做空,123065.SZ
2025-03-28,做空,127038.SZ
2025-03-28,做空,123114.SZ
2025-03-28,做空,110070.SH
2025-03-28,做空,113623.SH
2025-03-28,做空,113051.SH
2025-03-28,做空,127062.SZ
2025-03-28,做空,127040.SZ
2025-03-28,做空,127027.SZ
2025-03-28,做空,113048.SH
2025-03-28,做空,113688.SH
2025-03-28,做空,123235.SZ
2025-03-28,做空,127034.SZ
2025-03-28,做空,128137.SZ
2025-03-28,做空,110073.SH
2025-03-28,做空,123091.SZ
2025-03-28,做空,110086.SH
2025-03-28,做空,123231.SZ
2025-03-28,做空,110089.SH
2025-03-28,做空,113047.SH
2025-03-28,做空,113052.SH
2025-03-28,做空,113671.SH
2025-03-28,做空,113674.SH
2025-03-28,做空,123048.SZ
2025-04-30,做多,128135.SZ
2025-04-30,做多,110076.SH
2025-04-30,做多,123233.SZ
2025-04-30,做多,111014.SH
2025-04-30,做多,123216.SZ
2025-04-30,做多,113638.SH
2025-04-30,做多,123063.SZ
2025-04-30,做多,113676.SH
2025-04-30,做多,113690.SH
2025-04-30,做多,127073.SZ
2025-04-30,做多,123247.SZ
2025-04-30,做多,118033.SH
2025-04-30,做多,113657.SH
2025-04-30,做多,123193.SZ
2025-04-30,做多,128121.SZ
2025-04-30,做多,113068.SH
2025-04-30,做多,127090.SZ
2025-04-30,做多,123161.SZ
2025-04-30,做多,113685.SH
2025-04-30,做多,111010.SH
2025-04-30,做多,123215.SZ
2025-04-30,做多,113648.SH
2025-04-30,做多,123165.SZ
2025-04-30,做多,123172.SZ
2025-04-30,做多,118024.SH
2025-04-30,做多,123252.SZ
2025-04-30,做多,123180.SZ
2025-04-30,做多,113655.SH
2025-04-30,做多,123128.SZ
2025-04-30,做多,113637.SH
2025-04-30,做多,127059.SZ
2025-04-30,做多,123194.SZ
2025-04-30,做多,111009.SH
2025-04-30,做多,123168.SZ
2025-04-30,做多,113679.SH
2025-04-30,做多,123179.SZ
2025-04-30,做多,113660.SH
2025-04-30,做多,127068.SZ
2025-04-30,做多,127049.SZ
2025-04-30,做多,113653.SH
2025-04-30,做多,118005.SH
2025-04-30,做多,113665.SH
2025-04-30,做多,110085.SH
2025-04-30,做多,127067.SZ
2025-04-30,做多,113670.SH
2025-04-30,做多,118032.SH
2025-04-30,做多,118022.SH
2025-04-30,做多,123154.SZ
2025-04-30,做多,113650.SH
2025-04-30,做多,113633.SH
2025-04-30,做多,113059.SH
2025-04-30,做多,118042.SH
2025-04-30,做多,127098.SZ
2025-04-30,做多,127061.SZ
2025-04-30,做多,118034.SH
2025-04-30,做多,110095.SH
2025-04-30,做多,127089.SZ
2025-04-30,做多,118031.SH
2025-04-30,做多,110092.SH
2025-04-30,做空,113588.SH
2025-04-30,做空,128138.SZ
2025-04-30,做空,123104.SZ
2025-04-30,做空,127084.SZ
2025-04-30,做空,123054.SZ
2025-04-30,做空,123109.SZ
2025-04-30,做空,113597.SH
2025-04-30,做空,127017.SZ
2025-04-30,做空,123090.SZ
2025-04-30,做空,123059.SZ
2025-04-30,做空,128109.SZ
2025-04-30,做空,128136.SZ
2025-04-30,做空,123113.SZ
2025-04-30,做空,128134.SZ
2025-04-30,做空,123071.SZ
2025-04-30,做空,127038.SZ
2025-04-30,做空,110098.SH
2025-04-30,做空,123184.SZ
2025-04-30,做空,113070.SH
2025-04-30,做空,128142.SZ
2025-04-30,做空,118030.SH
2025-04-30,做空,123065.SZ
2025-04-30,做空,110075.SH
2025-04-30,做空,113051.SH
2025-04-30,做空,118043.SH
2025-04-30,做空,113616.SH
2025-04-30,做空,127083.SZ
2025-04-30,做空,128137.SZ
2025-04-30,做空,113621.SH
2025-04-30,做空,110097.SH
2025-04-30,做空,127034.SZ
2025-04-30,做空,113646.SH
2025-04-30,做空,123231.SZ
2025-04-30,做空,118050.SH
2025-04-30,做空,123114.SZ
2025-04-30,做空,113615.SH
2025-04-30,做空,110094.SH
2025-04-30,做空,113669.SH
2025-04-30,做空,110096.SH
2025-04-30,做空,123085.SZ
2025-04-30,做空,127040.SZ
2025-04-30,做空,123112.SZ
2025-04-30,做空,110074.SH
2025-04-30,做空,127037.SZ
2025-04-30,做空,123091.SZ
2025-04-30,做空,127107.SZ
2025-04-30,做空,113623.SH
2025-04-30,做空,113069.SH
2025-04-30,做空,123064.SZ
2025-04-30,做空,113045.SH
2025-04-30,做空,127072.SZ
2025-04-30,做空,113674.SH
2025-04-30,做空,113636.SH
2025-04-30,做空,113688.SH
2025-04-30,做空,113052.SH
2025-04-30,做空,128116.SZ
2025-04-30,做空,128125.SZ
2025-04-30,做空,113037.SH
2025-04-30,做空,113692.SH
2025-05-30,做多,113682.SH
2025-05-30,做多,123247.SZ
2025-05-30,做多,127073.SZ
2025-05-30,做多,113681.SH
2025-05-30,做多,123159.SZ
2025-05-30,做多,123193.SZ
2025-05-30,做多,111019.SH
2025-05-30,做多,123063.SZ
2025-05-30,做多,127056.SZ
2025-05-30,做多,128144.SZ
2025-05-30,做多,111014.SH
2025-05-30,做多,127055.SZ
2025-05-30,做多,113598.SH
2025-05-30,做多,111009.SH
2025-05-30,做多,113660.SH
2025-05-30,做多,123146.SZ
2025-05-30,做多,118024.SH
2025-05-30,做多,118033.SH
2025-05-30,做多,113653.SH
2025-05-30,做多,123168.SZ
2025-05-30,做多,123184.SZ
2025-05-30,做多,111010.SH
2025-05-30,做多,127090.SZ
2025-05-30,做多,113685.SH
2025-05-30,做多,123215.SZ
2025-05-30,做多,123165.SZ
2025-05-30,做多,123180.SZ
2025-05-30,做多,113068.SH
2025-05-30,做多,113676.SH
2025-05-30,做多,123233.SZ
2025-05-30,做多,123252.SZ
2025-05-30,做多,127059.SZ
2025-05-30,做多,123179.SZ
2025-05-30,做多,113679.SH
2025-05-30,做多,113655.SH
2025-05-30,做多,123172.SZ
2025-05-30,做多,123194.SZ
2025-05-30,做多,123128.SZ
2025-05-30,做多,127049.SZ
2025-05-30,做多,113665.SH
2025-05-30,做多,118032.SH
2025-05-30,做多,127068.SZ
2025-05-30,做多,113650.SH
2025-05-30,做多,113670.SH
2025-05-30,做多,118005.SH
2025-05-30,做多,110085.SH
2025-05-30,做多,127067.SZ
2025-05-30,做多,123154.SZ
2025-05-30,做多,113633.SH
2025-05-30,做多,118042.SH
2025-05-30,做多,118022.SH
2025-05-30,做多,113059.SH
2025-05-30,做多,127098.SZ
2025-05-30,做多,127061.SZ
2025-05-30,做多,110095.SH
2025-05-30,做多,118034.SH
2025-05-30,做多,127089.SZ
2025-05-30,做多,118031.SH
2025-05-30,做多,110092.SH
2025-05-30,做空,113588.SH
2025-05-30,做空,123104.SZ
2025-05-30,做空,123109.SZ
2025-05-30,做空,128138.SZ
2025-05-30,做空,127038.SZ
2025-05-30,做空,110074.SH
2025-05-30,做空,123054.SZ
2025-05-30,做空,123090.SZ
2025-05-30,做空,127084.SZ
2025-05-30,做空,127108.SZ
2025-05-30,做空,127017.SZ
2025-05-30,做空,128136.SZ
2025-05-30,做空,113597.SH
2025-05-30,做空,110098.SH
2025-05-30,做空,123059.SZ
2025-05-30,做空,113070.SH
2025-05-30,做空,110097.SH
2025-05-30,做空,128134.SZ
2025-05-30,做空,113051.SH
2025-05-30,做空,123089.SZ
2025-05-30,做空,123071.SZ
2025-05-30,做空,123255.SZ
2025-05-30,做空,128137.SZ
2025-05-30,做空,113618.SH
2025-05-30,做空,118050.SH
2025-05-30,做空,113646.SH
2025-05-30,做空,127083.SZ
2025-05-30,做空,113669.SH
2025-05-30,做空,128116.SZ
2025-05-30,做空,128109.SZ
2025-05-30,做空,123114.SZ
2025-05-30,做空,118043.SH
2025-05-30,做空,110075.SH
2025-05-30,做空,113616.SH
2025-05-30,做空,123113.SZ
2025-05-30,做空,123231.SZ
2025-05-30,做空,127064.SZ
2025-05-30,做空,123121.SZ
2025-05-30,做空,113674.SH
2025-05-30,做空,127062.SZ
2025-05-30,做空,127037.SZ
2025-05-30,做空,113623.SH
2025-05-30,做空,127034.SZ
2025-05-30,做空,110094.SH
2025-05-30,做空,113615.SH
2025-05-30,做空,127086.SZ
2025-05-30,做空,128142.SZ
2025-05-30,做空,113693.SH
2025-05-30,做空,113066.SH
2025-05-30,做空,110073.SH
2025-05-30,做空,118053.SH
2025-05-30,做空,110096.SH
2025-05-30,做空,118054.SH
2025-05-30,做空,123112.SZ
2025-05-30,做空,110089.SH
2025-05-30,做空,113043.SH
2025-05-30,做空,123091.SZ
2025-05-30,做空,113621.SH
2025-05-30,做空,113045.SH
2025-06-27,做多,118028.SH
2025-06-27,做多,127056.SZ
2025-06-27,做多,127055.SZ
2025-06-27,做多,111010.SH
2025-06-27,做多,123213.SZ
2025-06-27,做多,113685.SH
2025-06-27,做多,127090.SZ
2025-06-27,做多,123215.SZ
2025-06-27,做多,128135.SZ
2025-06-27,做多,127059.SZ
2025-06-27,做多,127053.SZ
2025-06-27,做多,123165.SZ
2025-06-27,做多,113682.SH
2025-06-27,做多,111009.SH
2025-06-27,做多,113653.SH
2025-06-27,做多,123194.SZ
2025-06-27,做多,123183.SZ
2025-06-27,做多,110093.SH
2025-06-27,做多,118023.SH
2025-06-27,做多,118024.SH
2025-06-27,做多,127030.SZ
2025-06-27,做多,113062.SH
2025-06-27,做多,118033.SH
2025-06-27,做多,113065.SH
2025-06-27,做多,113679.SH
2025-06-27,做多,123180.SZ
2025-06-27,做多,123252.SZ
2025-06-27,做多,123168.SZ
2025-06-27,做多,113676.SH
2025-06-27,做多,123233.SZ
2025-06-27,做多,113068.SH
2025-06-27,做多,111011.SH
2025-06-27,做多,123146.SZ
2025-06-27,做多,127068.SZ
2025-06-27,做多,113655.SH
2025-06-27,做多,123172.SZ
2025-06-27,做多,113660.SH
2025-06-27,做多,118005.SH
2025-06-27,做多,123179.SZ
2025-06-27,做多,127049.SZ
2025-06-27,做多,123128.SZ
2025-06-27,做多,118032.SH
2025-06-27,做多,110085.SH
2025-06-27,做多,113665.SH
2025-06-27,做多,113670.SH
2025-06-27,做多,113650.SH
2025-06-27,做多,127067.SZ
2025-06-27,做多,113633.SH
2025-06-27,做多,123154.SZ
2025-06-27,做多,118042.SH
2025-06-27,做多,118022.SH
2025-06-27,做多,113059.SH
2025-06-27,做多,127098.SZ
2025-06-27,做多,127089.SZ
2025-06-27,做多,118034.SH
2025-06-27,做多,110095.SH
2025-06-27,做多,118031.SH
2025-06-27,做空,123104.SZ
2025-06-27,做空,123109.SZ
2025-06-27,做空,113043.SH
2025-06-27,做空,127038.SZ
2025-06-27,做空,127108.SZ
2025-06-27,做空,127037.SZ
2025-06-27,做空,113597.SH
2025-06-27,做空,128116.SZ
2025-06-27,做空,123090.SZ
2025-06-27,做空,113618.SH
2025-06-27,做空,123121.SZ
2025-06-27,做空,113070.SH
2025-06-27,做空,110097.SH
2025-06-27,做空,128136.SZ
2025-06-27,做空,113047.SH
2025-06-27,做空,127034.SZ
2025-06-27,做空,123117.SZ
2025-06-27,做空,128134.SZ
2025-06-27,做空,113623.SH
2025-06-27,做空,110074.SH
2025-06-27,做空,127083.SZ
2025-06-27,做空,110098.SH
2025-06-27,做空,123255.SZ
2025-06-27,做空,118043.SH
2025-06-27,做空,113066.SH
2025-06-27,做空,127084.SZ
2025-06-27,做空,123089.SZ
2025-06-27,做空,113646.SH
2025-06-27,做空,113677.SH
2025-06-27,做空,127062.SZ
2025-06-27,做空,110075.SH
2025-06-27,做空,128137.SZ
2025-06-27,做空,123059.SZ
2025-06-27,做空,113051.SH
2025-06-27,做空,113616.SH
2025-06-27,做空,123114.SZ
2025-06-27,做空,123231.SZ
2025-06-27,做空,123113.SZ
2025-06-27,做空,123071.SZ
2025-06-27,做空,118054.SH
2025-06-27,做空,123203.SZ
2025-06-27,做空,118050.SH
2025-06-27,做空,110073.SH
2025-06-27,做空,113687.SH
2025-06-27,做空,123065.SZ
2025-06-27,做空,110076.SH
2025-06-27,做空,118055.SH
2025-06-27,做空,128129.SZ
2025-06-27,做空,113045.SH
2025-06-27,做空,127107.SZ
2025-06-27,做空,127024.SZ
2025-06-27,做空,113621.SH
2025-06-27,做空,128142.SZ
2025-06-27,做空,123091.SZ
2025-06-27,做空,128125.SZ
2025-06-27,做空,113048.SH
2025-06-27,做空,110094.SH
2025-07-25,做多,127059.SZ
2025-07-25,做多,127090.SZ
2025-07-25,做多,111009.SH
2025-07-25,做多,113675.SH
2025-07-25,做多,113042.SH
2025-07-25,做多,127049.SZ
2025-07-25,做多,113656.SH
2025-07-25,做多,111014.SH
2025-07-25,做多,113653.SH
2025-07-25,做多,113064.SH
2025-07-25,做多,123247.SZ
2025-07-25,做多,123165.SZ
2025-07-25,做多,113685.SH
2025-07-25,做多,118033.SH
2025-07-25,做多,123168.SZ
2025-07-25,做多,123194.SZ
2025-07-25,做多,127053.SZ
2025-07-25,做多,128133.SZ
2025-07-25,做多,123215.SZ
2025-07-25,做多,113660.SH
2025-07-25,做多,128135.SZ
2025-07-25,做多,118024.SH
2025-07-25,做多,123233.SZ
2025-07-25,做多,113655.SH
2025-07-25,做多,128144.SZ
2025-07-25,做多,123172.SZ
2025-07-25,做多,123120.SZ
2025-07-25,做多,127101.SZ
2025-07-25,做多,113669.SH
2025-07-25,做多,123252.SZ
2025-07-25,做多,118032.SH
2025-07-25,做多,113650.SH
2025-07-25,做多,123235.SZ
2025-07-25,做多,118004.SH
2025-07-25,做多,113058.SH
2025-07-25,做多,118031.SH
2025-07-25,做多,113633.SH
2025-07-25,做多,123179.SZ
2025-07-25,做多,113062.SH
2025-07-25,做多,127055.SZ
2025-07-25,做多,110095.SH
2025-07-25,做多,128130.SZ
2025-07-25,做多,113068.SH
2025-07-25,做多,118005.SH
2025-07-25,做多,113609.SH
2025-07-25,做多,113670.SH
2025-07-25,做多,127067.SZ
2025-07-25,做多,123063.SZ
2025-07-25,做多,123154.SZ
2025-07-25,做多,113059.SH
2025-07-25,做多,118022.SH
2025-07-25,做多,118042.SH
2025-07-25,做多,127098.SZ
2025-07-25,做多,118034.SH
2025-07-25,做空,123065.SZ
2025-07-25,做空,123104.SZ
2025-07-25,做空,123109.SZ
2025-07-25,做空,118054.SH
2025-07-25,做空,110074.SH
2025-07-25,做空,113687.SH
2025-07-25,做空,127108.SZ
2025-07-25,做空,128136.SZ
2025-07-25,做空,113066.SH
2025-07-25,做空,127038.SZ
2025-07-25,做空,110076.SH
2025-07-25,做空,118050.SH
2025-07-25,做空,123255.SZ
2025-07-25,做空,123117.SZ
2025-07-25,做空,113677.SH
2025-07-25,做空,118043.SH
2025-07-25,做空,123090.SZ
2025-07-25,做空,113621.SH
2025-07-25,做空,128134.SZ
2025-07-25,做空,123121.SZ
2025-07-25,做空,113043.SH
2025-07-25,做空,127083.SZ
2025-07-25,做空,118053.SH
2025-07-25,做空,110098.SH
2025-07-25,做空,111001.SH
2025-07-25,做空,110075.SH
2025-07-25,做空,123113.SZ
2025-07-25,做空,113616.SH
2025-07-25,做空,127107.SZ
2025-07-25,做空,128125.SZ
2025-07-25,做空,110087.SH
2025-07-25,做空,113070.SH
2025-07-25,做空,127037.SZ
2025-07-25,做空,127034.SZ
2025-07-25,做空,113048.SH
2025-07-25,做空,127072.SZ
2025-07-25,做空,118013.SH
2025-07-25,做空,110089.SH
2025-07-25,做空,128142.SZ
2025-07-25,做空,123114.SZ
2025-07-25,做空,113045.SH
2025-07-25,做空,113618.SH
2025-07-25,做空,123071.SZ
2025-07-25,做空,127044.SZ
2025-07-25,做空,113069.SH
2025-07-25,做空,118055.SH
2025-07-25,做空,113674.SH
2025-07-25,做空,123210.SZ
2025-07-25,做空,113646.SH
2025-07-25,做空,110086.SH
2025-07-25,做空,113671.SH
2025-07-25,做空,127062.SZ
2025-07-25,做空,113693.SH
2025-07-25,做空,123241.SZ
2025-08-29,做多,123146.SZ
2025-08-29,做多,113685.SH
2025-08-29,做多,118024.SH
2025-08-29,做多,113682.SH
2025-08-29,做多,127088.SZ
2025-08-29,做多,123194.SZ
2025-08-29,做多,113679.SH
2025-08-29,做多,118005.SH
2025-08-29,做多,127068.SZ
2025-08-29,做多,113660.SH
2025-08-29,做多,113656.SH
2025-08-29,做多,123247.SZ
2025-08-29,做多,123168.SZ
2025-08-29,做多,113676.SH
2025-08-29,做多,123192.SZ
2025-08-29,做多,111010.SH
2025-08-29,做多,118049.SH
2025-08-29,做多,127089.SZ
2025-08-29,做多,118032.SH
2025-08-29,做多,127059.SZ
2025-08-29,做多,111014.SH
2025-08-29,做多,127107.SZ
2025-08-29,做多,127067.SZ
2025-08-29,做多,128135.SZ
2025-08-29,做多,123235.SZ
2025-08-29,做多,123252.SZ
2025-08-29,做多,123172.SZ
2025-08-29,做多,110095.SH
2025-08-29,做多,111016.SH
2025-08-29,做多,127055.SZ
2025-08-29,做多,113062.SH
2025-08-29,做多,113650.SH
2025-08-29,做多,123179.SZ
2025-08-29,做多,113670.SH
2025-08-29,做多,113059.SH
2025-08-29,做多,118004.SH
2025-08-29,做多,118031.SH
2025-08-29,做多,113664.SH
2025-08-29,做多,113669.SH
2025-08-29,做多,123161.SZ
2025-08-29,做多,113641.SH
2025-08-29,做多,113632.SH
2025-08-29,做多,118034.SH
2025-08-29,做多,123241.SZ
2025-08-29,做多,118042.SH
2025-08-29,做多,113657.SH
2025-08-29,做多,118022.SH
2025-08-29,做多,123147.SZ
2025-08-29,做多,127098.SZ
2025-08-29,做多,111007.SH
2025-08-29,做多,123154.SZ
2025-08-29,做空,123257.SZ
2025-08-29,做空,118056.SH
2025-08-29,做空,118054.SH
2025-08-29,做空,123104.SZ
2025-08-29,做空,123065.SZ
2025-08-29,做空,123109.SZ
2025-08-29,做空,123255.SZ
2025-08-29,做空,111022.SH
2025-08-29,做空,118055.SH
2025-08-29,做空,127110.SZ
2025-08-29,做空,113687.SH
2025-08-29,做空,110087.SH
2025-08-29,做空,110097.SH
2025-08-29,做空,127109.SZ
2025-08-29,做空,113677.SH
2025-08-29,做空,110098.SH
2025-08-29,做空,123090.SZ
2025-08-29,做空,127108.SZ
2025-08-29,做空,123210.SZ
2025-08-29,做空,128134.SZ
2025-08-29,做空,127046.SZ
2025-08-29,做空,127038.SZ
2025-08-29,做空,110076.SH
2025-08-29,做空,123117.SZ
2025-08-29,做空,127044.SZ
2025-08-29,做空,113066.SH
2025-08-29,做空,110096.SH
2025-08-29,做空,123176.SZ
2025-08-29,做空,113043.SH
