日期,方向,标的
2021-07-30,做空,113616.SH
2021-07-30,做空,123115.SZ
2021-07-30,做空,123046.SZ
2021-07-30,做空,113047.SH
2021-07-30,做空,128101.SZ
2021-07-30,做空,123054.SZ
2021-07-30,做空,113550.SH
2021-07-30,做空,128029.SZ
2021-07-30,做空,123111.SZ
2021-07-30,做空,127016.SZ
2021-07-30,做空,128017.SZ
2021-07-30,做空,113582.SH
2021-07-30,做空,113021.SH
2021-07-30,做空,113548.SH
2021-07-30,做空,118000.SH
2021-07-30,做空,113042.SH
2021-07-30,做空,110059.SH
2021-07-30,做空,110048.SH
2021-07-30,做空,113545.SH
2021-07-30,做空,123060.SZ
2021-07-30,做空,123069.SZ
2021-07-30,做空,110075.SH
2021-07-30,做空,128137.SZ
2021-07-30,做空,123035.SZ
2021-07-30,做空,128036.SZ
2021-07-30,做空,128122.SZ
2021-07-30,做空,113044.SH
2021-07-30,做空,123022.SZ
2021-07-30,做空,113013.SH
2021-07-30,做空,127011.SZ
2021-07-30,做空,128095.SZ
2021-07-30,做空,128111.SZ
2021-07-30,做空,113623.SH
2021-07-30,做空,113537.SH
2021-07-30,做空,127012.SZ
2021-07-30,做空,113037.SH
2021-07-30,做空,113516.SH
2021-07-30,做空,110053.SH
2021-07-30,做空,127030.SZ
2021-07-30,做空,113016.SH
2021-07-30,做空,123083.SZ
2021-07-30,做空,128078.SZ
2021-07-30,做空,113527.SH
2021-08-27,做多,123023.SZ
2021-08-27,做多,127031.SZ
2021-08-27,做多,123096.SZ
2021-08-27,做多,113591.SH
2021-08-27,做多,110058.SH
2021-08-27,做多,113565.SH
2021-08-27,做多,128037.SZ
2021-08-27,做多,127013.SZ
2021-08-27,做多,127028.SZ
2021-08-27,做多,113600.SH
2021-08-27,做多,113596.SH
2021-08-27,做多,128114.SZ
2021-08-27,做多,128066.SZ
2021-08-27,做多,123004.SZ
2021-08-27,做多,123077.SZ
2021-08-27,做多,113605.SH
2021-08-27,做多,127034.SZ
2021-08-27,做多,110052.SH
2021-08-27,做多,113048.SH
2021-08-27,做多,128118.SZ
2021-08-27,做多,113619.SH
2021-08-27,做多,128063.SZ
2021-08-27,做多,123056.SZ
2021-08-27,做多,123064.SZ
2021-08-27,做多,113519.SH
2021-08-27,做多,128074.SZ
2021-08-27,做多,113601.SH
2021-08-27,做多,128069.SZ
2021-08-27,做多,128127.SZ
2021-08-27,做多,113620.SH
2021-08-27,做多,128044.SZ
2021-08-27,做多,113604.SH
2021-08-27,做多,110067.SH
2021-08-27,做多,128131.SZ
2021-08-27,做多,123076.SZ
2021-08-27,做多,128125.SZ
2021-08-27,做多,128116.SZ
2021-08-27,做多,128138.SZ
2021-08-27,做多,127021.SZ
2021-08-27,做多,128105.SZ
2021-08-27,做多,123117.SZ
2021-08-27,做多,113017.SH
2021-08-27,做多,110076.SH
2021-08-27,做多,128117.SZ
2021-08-27,做多,123102.SZ
2021-08-27,做多,113589.SH
2021-08-27,做多,113569.SH
2021-08-27,做多,128132.SZ
2021-08-27,做多,128124.SZ
2021-08-27,做多,127019.SZ
2021-08-27,做多,110072.SH
2021-08-27,做多,113584.SH
2021-08-27,做多,113532.SH
2021-08-27,做多,127029.SZ
2021-08-27,做多,113034.SH
2021-08-27,做空,128041.SZ
2021-08-27,做空,113575.SH
2021-08-27,做空,110044.SH
2021-08-27,做空,128030.SZ
2021-08-27,做空,113580.SH
2021-08-27,做空,113526.SH
2021-08-27,做空,123018.SZ
2021-08-27,做空,127004.SZ
2021-08-27,做空,123111.SZ
2021-08-27,做空,127038.SZ
2021-08-27,做空,123114.SZ
2021-08-27,做空,113049.SH
2021-08-27,做空,128101.SZ
2021-08-27,做空,113582.SH
2021-08-27,做空,113616.SH
2021-08-27,做空,113537.SH
2021-08-27,做空,123060.SZ
2021-08-27,做空,128017.SZ
2021-08-27,做空,127016.SZ
2021-08-27,做空,128029.SZ
2021-08-27,做空,128122.SZ
2021-08-27,做空,128097.SZ
2021-08-27,做空,123046.SZ
2021-08-27,做空,127037.SZ
2021-08-27,做空,127025.SZ
2021-08-27,做空,128053.SZ
2021-08-27,做空,113042.SH
2021-08-27,做空,113021.SH
2021-08-27,做空,113545.SH
2021-08-27,做空,113534.SH
2021-08-27,做空,128046.SZ
2021-08-27,做空,128095.SZ
2021-08-27,做空,123078.SZ
2021-08-27,做空,127036.SZ
2021-08-27,做空,110059.SH
2021-08-27,做空,123091.SZ
2021-08-27,做空,128137.SZ
2021-08-27,做空,128018.SZ
2021-08-27,做空,110075.SH
2021-08-27,做空,127017.SZ
2021-08-27,做空,113550.SH
2021-08-27,做空,123115.SZ
2021-08-27,做空,128109.SZ
2021-08-27,做空,123048.SZ
2021-08-27,做空,110048.SH
2021-08-27,做空,110066.SH
2021-08-27,做空,113013.SH
2021-08-27,做空,110055.SH
2021-08-27,做空,113044.SH
2021-08-27,做空,128144.SZ
2021-08-27,做空,123054.SZ
2021-08-27,做空,123022.SZ
2021-08-27,做空,128036.SZ
2021-08-27,做空,123069.SZ
2021-08-27,做空,123035.SZ
2021-09-30,做多,123096.SZ
2021-09-30,做多,128123.SZ
2021-09-30,做多,123101.SZ
2021-09-30,做多,110067.SH
2021-09-30,做多,113596.SH
2021-09-30,做多,128090.SZ
2021-09-30,做多,110052.SH
2021-09-30,做多,127028.SZ
2021-09-30,做多,128072.SZ
2021-09-30,做多,123077.SZ
2021-09-30,做多,128114.SZ
2021-09-30,做多,123065.SZ
2021-09-30,做多,113601.SH
2021-09-30,做多,127013.SZ
2021-09-30,做多,110058.SH
2021-09-30,做多,128136.SZ
2021-09-30,做多,113619.SH
2021-09-30,做多,128066.SZ
2021-09-30,做多,113605.SH
2021-09-30,做多,113519.SH
2021-09-30,做多,127034.SZ
2021-09-30,做多,113565.SH
2021-09-30,做多,128074.SZ
2021-09-30,做多,123056.SZ
2021-09-30,做多,123090.SZ
2021-09-30,做多,128118.SZ
2021-09-30,做多,128044.SZ
2021-09-30,做多,128127.SZ
2021-09-30,做多,123064.SZ
2021-09-30,做多,113620.SH
2021-09-30,做多,128069.SZ
2021-09-30,做多,123117.SZ
2021-09-30,做多,113051.SH
2021-09-30,做多,128138.SZ
2021-09-30,做多,128125.SZ
2021-09-30,做多,113017.SH
2021-09-30,做多,113604.SH
2021-09-30,做多,127021.SZ
2021-09-30,做多,110076.SH
2021-09-30,做多,128131.SZ
2021-09-30,做多,128018.SZ
2021-09-30,做多,128117.SZ
2021-09-30,做多,128105.SZ
2021-09-30,做多,123076.SZ
2021-09-30,做多,128132.SZ
2021-09-30,做多,113569.SH
2021-09-30,做多,123068.SZ
2021-09-30,做多,113589.SH
2021-09-30,做多,110072.SH
2021-09-30,做多,128124.SZ
2021-09-30,做多,127029.SZ
2021-09-30,做多,113584.SH
2021-09-30,做多,113532.SH
2021-09-30,做多,127019.SZ
2021-09-30,做多,113034.SH
2021-09-30,做空,128041.SZ
2021-09-30,做空,113526.SH
2021-09-30,做空,113575.SH
2021-09-30,做空,110044.SH
2021-09-30,做空,113580.SH
2021-09-30,做空,128030.SZ
2021-09-30,做空,127004.SZ
2021-09-30,做空,123018.SZ
2021-09-30,做空,113049.SH
2021-09-30,做空,127038.SZ
2021-09-30,做空,127016.SZ
2021-09-30,做空,123114.SZ
2021-09-30,做空,113582.SH
2021-09-30,做空,123120.SZ
2021-09-30,做空,128101.SZ
2021-09-30,做空,123070.SZ
2021-09-30,做空,113534.SH
2021-09-30,做空,128029.SZ
2021-09-30,做空,128095.SZ
2021-09-30,做空,123022.SZ
2021-09-30,做空,110055.SH
2021-09-30,做空,113616.SH
2021-09-30,做空,127006.SZ
2021-09-30,做空,113021.SH
2021-09-30,做空,113550.SH
2021-09-30,做空,113042.SH
2021-09-30,做空,128053.SZ
2021-09-30,做空,127025.SZ
2021-09-30,做空,110059.SH
2021-09-30,做空,128017.SZ
2021-09-30,做空,128046.SZ
2021-09-30,做空,127037.SZ
2021-09-30,做空,110075.SH
2021-09-30,做空,113047.SH
2021-09-30,做空,127017.SZ
2021-09-30,做空,127036.SZ
2021-09-30,做空,113545.SH
2021-09-30,做空,113603.SH
2021-09-30,做空,113013.SH
2021-09-30,做空,113044.SH
2021-09-30,做空,123060.SZ
2021-09-30,做空,127032.SZ
2021-09-30,做空,127005.SZ
2021-09-30,做空,110053.SH
2021-09-30,做空,110081.SH
2021-09-30,做空,123091.SZ
2021-09-30,做空,127011.SZ
2021-09-30,做空,113050.SH
2021-09-30,做空,127040.SZ
2021-09-30,做空,127012.SZ
2021-09-30,做空,123054.SZ
2021-09-30,做空,113548.SH
2021-09-30,做空,128109.SZ
2021-09-30,做空,113537.SH
2021-09-30,做空,113621.SH
2021-10-29,做多,128116.SZ
2021-10-29,做多,123059.SZ
2021-10-29,做多,110063.SH
2021-10-29,做多,123023.SZ
2021-10-29,做多,113601.SH
2021-10-29,做多,127028.SZ
2021-10-29,做多,128074.SZ
2021-10-29,做多,127013.SZ
2021-10-29,做多,128127.SZ
2021-10-29,做多,123106.SZ
2021-10-29,做多,123065.SZ
2021-10-29,做多,127034.SZ
2021-10-29,做多,128063.SZ
2021-10-29,做多,128131.SZ
2021-10-29,做多,128066.SZ
2021-10-29,做多,113051.SH
2021-10-29,做多,128072.SZ
2021-10-29,做多,113519.SH
2021-10-29,做多,123101.SZ
2021-10-29,做多,128105.SZ
2021-10-29,做多,110052.SH
2021-10-29,做多,123096.SZ
2021-10-29,做多,128044.SZ
2021-10-29,做多,128123.SZ
2021-10-29,做多,110067.SH
2021-10-29,做多,113620.SH
2021-10-29,做多,123077.SZ
2021-10-29,做多,123111.SZ
2021-10-29,做多,113017.SH
2021-10-29,做多,113534.SH
2021-10-29,做多,128069.SZ
2021-10-29,做多,128118.SZ
2021-10-29,做多,128133.SZ
2021-10-29,做多,123056.SZ
2021-10-29,做多,128125.SZ
2021-10-29,做多,113605.SH
2021-10-29,做多,128114.SZ
2021-10-29,做多,123117.SZ
2021-10-29,做多,110076.SH
2021-10-29,做多,128138.SZ
2021-10-29,做多,113604.SH
2021-10-29,做多,123064.SZ
2021-10-29,做多,128117.SZ
2021-10-29,做多,128132.SZ
2021-10-29,做多,123076.SZ
2021-10-29,做多,127021.SZ
2021-10-29,做多,113569.SH
2021-10-29,做多,113589.SH
2021-10-29,做多,113532.SH
2021-10-29,做多,128124.SZ
2021-10-29,做多,113584.SH
2021-10-29,做多,127019.SZ
2021-10-29,做多,123081.SZ
2021-10-29,做多,110072.SH
2021-10-29,做多,118002.SH
2021-10-29,做多,113034.SH
2021-10-29,做空,128041.SZ
2021-10-29,做空,113526.SH
2021-10-29,做空,110044.SH
2021-10-29,做空,113575.SH
2021-10-29,做空,128030.SZ
2021-10-29,做空,127004.SZ
2021-10-29,做空,113580.SH
2021-10-29,做空,123018.SZ
2021-10-29,做空,127038.SZ
2021-10-29,做空,123120.SZ
2021-10-29,做空,110055.SH
2021-10-29,做空,113582.SH
2021-10-29,做空,113537.SH
2021-10-29,做空,113616.SH
2021-10-29,做空,123044.SZ
2021-10-29,做空,127037.SZ
2021-10-29,做空,113550.SH
2021-10-29,做空,128029.SZ
2021-10-29,做空,113568.SH
2021-10-29,做空,128101.SZ
2021-10-29,做空,128095.SZ
2021-10-29,做空,123114.SZ
2021-10-29,做空,113049.SH
2021-10-29,做空,123070.SZ
2021-10-29,做空,113545.SH
2021-10-29,做空,123022.SZ
2021-10-29,做空,113021.SH
2021-10-29,做空,123060.SZ
2021-10-29,做空,128053.SZ
2021-10-29,做空,113042.SH
2021-10-29,做空,128140.SZ
2021-10-29,做空,110081.SH
2021-10-29,做空,123057.SZ
2021-10-29,做空,110059.SH
2021-10-29,做空,127036.SZ
2021-10-29,做空,110075.SH
2021-10-29,做空,123054.SZ
2021-10-29,做空,113013.SH
2021-10-29,做空,127016.SZ
2021-10-29,做空,128046.SZ
2021-10-29,做空,127006.SZ
2021-10-29,做空,127025.SZ
2021-10-29,做空,123035.SZ
2021-10-29,做空,113044.SH
2021-10-29,做空,113047.SH
2021-10-29,做空,127012.SZ
2021-10-29,做空,123053.SZ
2021-10-29,做空,127045.SZ
2021-10-29,做空,128036.SZ
2021-10-29,做空,127040.SZ
2021-10-29,做空,127011.SZ
2021-10-29,做空,127005.SZ
2021-10-29,做空,123115.SZ
2021-10-29,做空,113050.SH
2021-10-29,做空,110056.SH
2021-10-29,做空,128035.SZ
2021-11-26,做多,113524.SH
2021-11-26,做多,128063.SZ
2021-11-26,做多,128050.SZ
2021-11-26,做多,123106.SZ
2021-11-26,做多,128123.SZ
2021-11-26,做多,110051.SH
2021-11-26,做多,128057.SZ
2021-11-26,做多,113614.SH
2021-11-26,做多,113596.SH
2021-11-26,做多,123077.SZ
2021-11-26,做多,123111.SZ
2021-11-26,做多,110068.SH
2021-11-26,做多,123083.SZ
2021-11-26,做多,128072.SZ
2021-11-26,做多,123065.SZ
2021-11-26,做多,128037.SZ
2021-11-26,做多,123101.SZ
2021-11-26,做多,110063.SH
2021-11-26,做多,113603.SH
2021-11-26,做多,113620.SH
2021-11-26,做多,123096.SZ
2021-11-26,做多,128066.SZ
2021-11-26,做多,113601.SH
2021-11-26,做多,128127.SZ
2021-11-26,做多,128133.SZ
2021-11-26,做多,110076.SH
2021-11-26,做多,113519.SH
2021-11-26,做多,127034.SZ
2021-11-26,做多,128118.SZ
2021-11-26,做多,128105.SZ
2021-11-26,做多,128069.SZ
2021-11-26,做多,110052.SH
2021-11-26,做多,123056.SZ
2021-11-26,做多,113605.SH
2021-11-26,做多,123117.SZ
2021-11-26,做多,128114.SZ
2021-11-26,做多,123064.SZ
2021-11-26,做多,128125.SZ
2021-11-26,做多,113604.SH
2021-11-26,做多,123076.SZ
2021-11-26,做多,128138.SZ
2021-11-26,做多,128117.SZ
2021-11-26,做多,127029.SZ
2021-11-26,做多,127021.SZ
2021-11-26,做多,128132.SZ
2021-11-26,做多,113569.SH
2021-11-26,做多,113589.SH
2021-11-26,做多,118002.SH
2021-11-26,做多,127019.SZ
2021-11-26,做多,113532.SH
2021-11-26,做多,113584.SH
2021-11-26,做多,128124.SZ
2021-11-26,做多,110072.SH
2021-11-26,做多,123081.SZ
2021-11-26,做多,113034.SH
2021-11-26,做空,128041.SZ
2021-11-26,做空,113526.SH
2021-11-26,做空,110044.SH
2021-11-26,做空,113575.SH
2021-11-26,做空,127004.SZ
2021-11-26,做空,128030.SZ
2021-11-26,做空,123018.SZ
2021-11-26,做空,123022.SZ
2021-11-26,做空,123120.SZ
2021-11-26,做空,127038.SZ
2021-11-26,做空,128029.SZ
2021-11-26,做空,110055.SH
2021-11-26,做空,113582.SH
2021-11-26,做空,127037.SZ
2021-11-26,做空,113049.SH
2021-11-26,做空,113047.SH
2021-11-26,做空,127030.SZ
2021-11-26,做空,113616.SH
2021-11-26,做空,127022.SZ
2021-11-26,做空,123044.SZ
2021-11-26,做空,123054.SZ
2021-11-26,做空,123035.SZ
2021-11-26,做空,123114.SZ
2021-11-26,做空,113545.SH
2021-11-26,做空,128095.SZ
2021-11-26,做空,128101.SZ
2021-11-26,做空,110081.SH
2021-11-26,做空,113621.SH
2021-11-26,做空,123115.SZ
2021-11-26,做空,110048.SH
2021-11-26,做空,123060.SZ
2021-11-26,做空,110056.SH
2021-11-26,做空,123057.SZ
2021-11-26,做空,123050.SZ
2021-11-26,做空,128097.SZ
2021-11-26,做空,123075.SZ
2021-11-26,做空,110074.SH
2021-11-26,做空,110066.SH
2021-11-26,做空,128140.SZ
2021-11-26,做空,123121.SZ
2021-11-26,做空,128053.SZ
2021-11-26,做空,128144.SZ
2021-11-26,做空,128122.SZ
2021-11-26,做空,127016.SZ
2021-11-26,做空,113600.SH
2021-11-26,做空,113013.SH
2021-11-26,做空,127043.SZ
2021-11-26,做空,123078.SZ
2021-11-26,做空,113042.SH
2021-11-26,做空,128109.SZ
2021-11-26,做空,113021.SH
2021-11-26,做空,128078.SZ
2021-11-26,做空,113615.SH
2021-11-26,做空,113048.SH
2021-11-26,做空,127006.SZ
2021-12-31,做多,128108.SZ
2021-12-31,做多,123004.SZ
2021-12-31,做多,128125.SZ
2021-12-31,做多,128073.SZ
2021-12-31,做多,110067.SH
2021-12-31,做多,113591.SH
2021-12-31,做多,128116.SZ
2021-12-31,做多,113610.SH
2021-12-31,做多,127042.SZ
2021-12-31,做多,128063.SZ
2021-12-31,做多,113026.SH
2021-12-31,做多,128037.SZ
2021-12-31,做多,123065.SZ
2021-12-31,做多,113629.SH
2021-12-31,做多,128066.SZ
2021-12-31,做多,128074.SZ
2021-12-31,做多,123106.SZ
2021-12-31,做多,113605.SH
2021-12-31,做多,128106.SZ
2021-12-31,做多,110076.SH
2021-12-31,做多,123023.SZ
2021-12-31,做多,110052.SH
2021-12-31,做多,128105.SZ
2021-12-31,做多,113519.SH
2021-12-31,做多,113017.SH
2021-12-31,做多,123128.SZ
2021-12-31,做多,128072.SZ
2021-12-31,做多,123101.SZ
2021-12-31,做多,128118.SZ
2021-12-31,做多,123053.SZ
2021-12-31,做多,110063.SH
2021-12-31,做多,113601.SH
2021-12-31,做多,127034.SZ
2021-12-31,做多,113596.SH
2021-12-31,做多,123064.SZ
2021-12-31,做多,128138.SZ
2021-12-31,做多,128127.SZ
2021-12-31,做多,113578.SH
2021-12-31,做多,123056.SZ
2021-12-31,做多,128117.SZ
2021-12-31,做多,123076.SZ
2021-12-31,做多,128132.SZ
2021-12-31,做多,113604.SH
2021-12-31,做多,123117.SZ
2021-12-31,做多,128114.SZ
2021-12-31,做多,113569.SH
2021-12-31,做多,113589.SH
2021-12-31,做多,113584.SH
2021-12-31,做多,127019.SZ
2021-12-31,做多,128124.SZ
2021-12-31,做多,110072.SH
2021-12-31,做多,113532.SH
2021-12-31,做多,118002.SH
2021-12-31,做多,127029.SZ
2021-12-31,做多,113034.SH
2021-12-31,做空,128041.SZ
2021-12-31,做空,113526.SH
2021-12-31,做空,110044.SH
2021-12-31,做空,127004.SZ
2021-12-31,做空,127022.SZ
2021-12-31,做空,113575.SH
2021-12-31,做空,128030.SZ
2021-12-31,做空,123018.SZ
2021-12-31,做空,123120.SZ
2021-12-31,做空,113047.SH
2021-12-31,做空,123121.SZ
2021-12-31,做空,113582.SH
2021-12-31,做空,127030.SZ
2021-12-31,做空,123114.SZ
2021-12-31,做空,110055.SH
2021-12-31,做空,110048.SH
2021-12-31,做空,127037.SZ
2021-12-31,做空,113616.SH
2021-12-31,做空,128095.SZ
2021-12-31,做空,127038.SZ
2021-12-31,做空,128053.SZ
2021-12-31,做空,128140.SZ
2021-12-31,做空,113550.SH
2021-12-31,做空,118000.SH
2021-12-31,做空,128078.SZ
2021-12-31,做空,128137.SZ
2021-12-31,做空,110074.SH
2021-12-31,做空,110081.SH
2021-12-31,做空,127043.SZ
2021-12-31,做空,123035.SZ
2021-12-31,做空,113030.SH
2021-12-31,做空,113049.SH
2021-12-31,做空,128134.SZ
2021-12-31,做空,128101.SZ
2021-12-31,做空,128144.SZ
2021-12-31,做空,127025.SZ
2021-12-31,做空,128109.SZ
2021-12-31,做空,113048.SH
2021-12-31,做空,127006.SZ
2021-12-31,做空,113630.SH
2021-12-31,做空,123075.SZ
2021-12-31,做空,128097.SZ
2021-12-31,做空,110075.SH
2021-12-31,做空,113615.SH
2021-12-31,做空,110061.SH
2021-12-31,做空,128035.SZ
2021-12-31,做空,123044.SZ
2021-12-31,做空,123022.SZ
2021-12-31,做空,110066.SH
2021-12-31,做空,123046.SZ
2021-12-31,做空,113042.SH
2021-12-31,做空,113545.SH
2021-12-31,做空,128017.SZ
2021-12-31,做空,123060.SZ
2021-12-31,做空,113568.SH
2022-01-28,做多,123010.SZ
2022-01-28,做多,127046.SZ
2022-01-28,做多,113519.SH
2022-01-28,做多,113601.SH
2022-01-28,做多,113565.SH
2022-01-28,做多,128074.SZ
2022-01-28,做多,128123.SZ
2022-01-28,做多,128063.SZ
2022-01-28,做多,110058.SH
2022-01-28,做多,123129.SZ
2022-01-28,做多,123023.SZ
2022-01-28,做多,128106.SZ
2022-01-28,做多,110052.SH
2022-01-28,做多,128133.SZ
2022-01-28,做多,128069.SZ
2022-01-28,做多,123104.SZ
2022-01-28,做多,128066.SZ
2022-01-28,做多,123096.SZ
2022-01-28,做多,123128.SZ
2022-01-28,做多,123090.SZ
2022-01-28,做多,128113.SZ
2022-01-28,做多,110063.SH
2022-01-28,做多,128138.SZ
2022-01-28,做多,123111.SZ
2022-01-28,做多,128096.SZ
2022-01-28,做多,113610.SH
2022-01-28,做多,127011.SZ
2022-01-28,做多,127034.SZ
2022-01-28,做多,110076.SH
2022-01-28,做多,128105.SZ
2022-01-28,做多,123065.SZ
2022-01-28,做多,128116.SZ
2022-01-28,做多,113591.SH
2022-01-28,做多,123044.SZ
2022-01-28,做多,123056.SZ
2022-01-28,做多,123101.SZ
2022-01-28,做多,128118.SZ
2022-01-28,做多,128072.SZ
2022-01-28,做多,128132.SZ
2022-01-28,做多,113627.SH
2022-01-28,做多,113026.SH
2022-01-28,做多,113605.SH
2022-01-28,做多,128124.SZ
2022-01-28,做多,113578.SH
2022-01-28,做多,123076.SZ
2022-01-28,做多,113604.SH
2022-01-28,做多,128127.SZ
2022-01-28,做多,128117.SZ
2022-01-28,做多,128114.SZ
2022-01-28,做多,113569.SH
2022-01-28,做多,113589.SH
2022-01-28,做多,123117.SZ
2022-01-28,做多,113596.SH
2022-01-28,做多,127019.SZ
2022-01-28,做多,113584.SH
2022-01-28,做多,110072.SH
2022-01-28,做空,128041.SZ
2022-01-28,做空,113526.SH
2022-01-28,做空,110044.SH
2022-01-28,做空,127004.SZ
2022-01-28,做空,123018.SZ
2022-01-28,做空,128030.SZ
2022-01-28,做空,110055.SH
2022-01-28,做空,128101.SZ
2022-01-28,做空,113582.SH
2022-01-28,做空,123114.SZ
2022-01-28,做空,110074.SH
2022-01-28,做空,110048.SH
2022-01-28,做空,113047.SH
2022-01-28,做空,110066.SH
2022-01-28,做空,127038.SZ
2022-01-28,做空,128017.SZ
2022-01-28,做空,123022.SZ
2022-01-28,做空,118000.SH
2022-01-28,做空,128078.SZ
2022-01-28,做空,113616.SH
2022-01-28,做空,128109.SZ
2022-01-28,做空,128140.SZ
2022-01-28,做空,123121.SZ
2022-01-28,做空,113615.SH
2022-01-28,做空,113051.SH
2022-01-28,做空,123075.SZ
2022-01-28,做空,113048.SH
2022-01-28,做空,118002.SH
2022-01-28,做空,113550.SH
2022-01-28,做空,128134.SZ
2022-01-28,做空,123060.SZ
2022-01-28,做空,113534.SH
2022-01-28,做空,113537.SH
2022-01-28,做空,123078.SZ
2022-01-28,做空,127037.SZ
2022-01-28,做空,127030.SZ
2022-01-28,做空,113016.SH
2022-01-28,做空,127043.SZ
2022-01-28,做空,113545.SH
2022-01-28,做空,127050.SZ
2022-01-28,做空,123130.SZ
2022-01-28,做空,110083.SH
2022-01-28,做空,113504.SH
2022-01-28,做空,127032.SZ
2022-01-28,做空,113629.SH
2022-01-28,做空,128095.SZ
2022-01-28,做空,128035.SZ
2022-01-28,做空,110056.SH
2022-01-28,做空,127007.SZ
2022-01-28,做空,127013.SZ
2022-01-28,做空,113042.SH
2022-01-28,做空,127006.SZ
2022-01-28,做空,127025.SZ
2022-01-28,做空,113620.SH
2022-01-28,做空,110081.SH
2022-01-28,做空,113013.SH
2022-02-25,做多,123119.SZ
2022-02-25,做多,113568.SH
2022-02-25,做多,127042.SZ
2022-02-25,做多,123129.SZ
2022-02-25,做多,128046.SZ
2022-02-25,做多,123106.SZ
2022-02-25,做多,113601.SH
2022-02-25,做多,128090.SZ
2022-02-25,做多,113591.SH
2022-02-25,做多,128074.SZ
2022-02-25,做多,128063.SZ
2022-02-25,做多,128136.SZ
2022-02-25,做多,123065.SZ
2022-02-25,做多,123044.SZ
2022-02-25,做多,113610.SH
2022-02-25,做多,128072.SZ
2022-02-25,做多,123064.SZ
2022-02-25,做多,123023.SZ
2022-02-25,做多,128111.SZ
2022-02-25,做多,110066.SH
2022-02-25,做多,128118.SZ
2022-02-25,做多,128138.SZ
2022-02-25,做多,128133.SZ
2022-02-25,做多,127034.SZ
2022-02-25,做多,123104.SZ
2022-02-25,做多,113578.SH
2022-02-25,做多,128105.SZ
2022-02-25,做多,123090.SZ
2022-02-25,做多,123096.SZ
2022-02-25,做多,128069.SZ
2022-02-25,做多,127046.SZ
2022-02-25,做多,123128.SZ
2022-02-25,做多,127040.SZ
2022-02-25,做多,128116.SZ
2022-02-25,做多,110063.SH
2022-02-25,做多,123101.SZ
2022-02-25,做多,110076.SH
2022-02-25,做多,113026.SH
2022-02-25,做多,123056.SZ
2022-02-25,做多,128132.SZ
2022-02-25,做多,123076.SZ
2022-02-25,做多,128124.SZ
2022-02-25,做多,128117.SZ
2022-02-25,做多,110052.SH
2022-02-25,做多,113036.SH
2022-02-25,做多,113605.SH
2022-02-25,做多,113604.SH
2022-02-25,做多,128040.SZ
2022-02-25,做多,113633.SH
2022-02-25,做多,127019.SZ
2022-02-25,做多,113569.SH
2022-02-25,做多,113627.SH
2022-02-25,做多,123117.SZ
2022-02-25,做多,113589.SH
2022-02-25,做多,123111.SZ
2022-02-25,做多,113584.SH
2022-02-25,做多,110072.SH
2022-02-25,做多,128114.SZ
2022-02-25,做空,128041.SZ
2022-02-25,做空,113526.SH
2022-02-25,做空,110044.SH
2022-02-25,做空,127004.SZ
2022-02-25,做空,123018.SZ
2022-02-25,做空,128030.SZ
2022-02-25,做空,111002.SH
2022-02-25,做空,128101.SZ
2022-02-25,做空,123022.SZ
2022-02-25,做空,113582.SH
2022-02-25,做空,113597.SH
2022-02-25,做空,110055.SH
2022-02-25,做空,113051.SH
2022-02-25,做空,113629.SH
2022-02-25,做空,123114.SZ
2022-02-25,做空,127038.SZ
2022-02-25,做空,123060.SZ
2022-02-25,做空,127030.SZ
2022-02-25,做空,128017.SZ
2022-02-25,做空,123071.SZ
2022-02-25,做空,113616.SH
2022-02-25,做空,113048.SH
2022-02-25,做空,123121.SZ
2022-02-25,做空,128036.SZ
2022-02-25,做空,127037.SZ
2022-02-25,做空,127043.SZ
2022-02-25,做空,128109.SZ
2022-02-25,做空,113047.SH
2022-02-25,做空,123130.SZ
2022-02-25,做空,113042.SH
2022-02-25,做空,110074.SH
2022-02-25,做空,128095.SZ
2022-02-25,做空,127025.SZ
2022-02-25,做空,127016.SZ
2022-02-25,做空,113550.SH
2022-02-25,做空,127032.SZ
2022-02-25,做空,113537.SH
2022-02-25,做空,118000.SH
2022-02-25,做空,128144.SZ
2022-02-25,做空,113621.SH
2022-02-25,做空,128137.SZ
2022-02-25,做空,110059.SH
2022-02-25,做空,110083.SH
2022-02-25,做空,113545.SH
2022-02-25,做空,113021.SH
2022-02-25,做空,123070.SZ
2022-02-25,做空,128078.SZ
2022-02-25,做空,123035.SZ
2022-02-25,做空,123075.SZ
2022-02-25,做空,113013.SH
2022-02-25,做空,113575.SH
2022-02-25,做空,110048.SH
2022-02-25,做空,113637.SH
2022-02-25,做空,128097.SZ
2022-02-25,做空,113016.SH
2022-02-25,做空,113631.SH
2022-02-25,做空,128140.SZ
2022-02-25,做空,123057.SZ
2022-03-25,做多,123119.SZ
2022-03-25,做多,128123.SZ
2022-03-25,做多,127034.SZ
2022-03-25,做多,127052.SZ
2022-03-25,做多,123132.SZ
2022-03-25,做多,128142.SZ
2022-03-25,做多,113049.SH
2022-03-25,做多,113630.SH
2022-03-25,做多,123023.SZ
2022-03-25,做多,127041.SZ
2022-03-25,做多,113639.SH
2022-03-25,做多,123106.SZ
2022-03-25,做多,128074.SZ
2022-03-25,做多,128133.SZ
2022-03-25,做多,127042.SZ
2022-03-25,做多,123044.SZ
2022-03-25,做多,113632.SH
2022-03-25,做多,118004.SH
2022-03-25,做多,128072.SZ
