ts_code,bond_short_name,publish_date,change_date,convert_price_initial,convertprice_bef,convertprice_aft
127098.SZ,欧晶转债,20240608,20240617,45.91,45.91,44.71
127098.SZ,欧晶转债,20241014,20241014,45.91,44.71,42.0
127099.SZ,盛航转债,20231204,20231206,19.15,,
127099.SZ,盛航转债,20240528,20240604,19.15,19.15,19.03
127099.SZ,盛航转债,20240725,20240725,19.15,19.03,19.11
127099.SZ,盛航转债,20240910,20240910,19.15,19.11,15.6
127099.SZ,盛航转债,20250529,20250606,19.15,15.6,15.48
127099.SZ,盛航转债,20260519,20260526,19.15,15.48,15.33
127100.SZ,神码转债,20231219,20231221,32.51,,
127100.SZ,神码转债,20240424,20240506,32.51,32.51,32.07
127101.SZ,豪鹏转债,20231220,20231222,50.65,,
127101.SZ,豪鹏转债,20240320,20240320,50.65,50.65,50.68
127101.SZ,豪鹏转债,20240611,20240618,50.65,50.68,50.22
127101.SZ,豪鹏转债,20240718,20240718,50.65,50.22,50.23
127101.SZ,豪鹏转债,20250116,20250116,50.65,50.23,50.27
127101.SZ,豪鹏转债,20250510,20250512,50.65,50.27,50.66
127101.SZ,豪鹏转债,20250605,20250612,50.65,50.66,50.22
127102.SZ,浙建转债,20231221,20231225,11.01,,
127102.SZ,浙建转债,20240803,20240809,11.01,11.01,10.96
127102.SZ,浙建转债,20250711,20250717,11.01,10.96,10.91
127102.SZ,浙建转债,20260124,20260127,11.01,10.91,10.22
127102.SZ,浙建转债,20260711,20260717,11.01,10.22,10.17
127103.SZ,东南转债,20231229,20240103,5.73,,
127103.SZ,东南转债,20240523,20240530,5.73,5.73,5.63
127103.SZ,东南转债,20241112,20241112,5.73,5.63,5.67
127103.SZ,东南转债,20250517,20250523,5.73,5.67,5.6
127103.SZ,东南转债,20260528,20260604,5.73,5.6,5.59
127104.SZ,姚记转债,20240123,20240125,21.53,,
127104.SZ,姚记转债,20240614,20240620,21.53,21.53,20.61
127104.SZ,姚记转债,20250111,20250113,21.53,20.61,20.6
127104.SZ,姚记转债,20250527,20250605,21.53,20.6,20.08
127104.SZ,姚记转债,20260108,20260108,21.53,20.08,20.06
127104.SZ,姚记转债,20260604,20260610,21.53,20.06,19.58
127105.SZ,龙星转债,20240130,20240201,6.13,,
127105.SZ,龙星转债,20240614,20240620,6.13,6.13,6.01
127105.SZ,龙星转债,20240830,20240903,6.13,6.01,5.92
127105.SZ,龙星转债,20250604,20250610,6.13,5.92,5.8
127106.SZ,伟隆转债,20240809,20240813,8.6,,
127106.SZ,伟隆转债,20250522,20250529,8.6,8.6,8.26
127107.SZ,领益转债,20241114,20241118,9.15,,
127107.SZ,领益转债,20250425,20250507,9.15,9.15,9.13
127108.SZ,太能转债,20250326,20250328,5.67,,
127108.SZ,太能转债,20250704,20250711,5.67,5.67,5.61
127108.SZ,太能转债,20251231,20260108,5.67,5.61,5.55
127108.SZ,太能转债,20260630,20260708,5.67,5.55,5.54
127109.SZ,电化转债,20250612,20250616,10.1,,
127109.SZ,电化转债,20260605,20260611,10.1,10.1,9.99
127110.SZ,广核转债,20250707,20250709,3.67,,
127110.SZ,广核转债,20260703,20260710,3.67,3.67,3.58
127111.SZ,金威转债,20250818,20250820,19.59,,
127111.SZ,金威转债,20260604,20260610,19.59,19.59,19.19
127112.SZ,尚太转债,20260114,20260116,84.71,,
127112.SZ,尚太转债,20260624,20260624,84.71,84.71,84.72
127112.SZ,尚太转债,20260627,20260703,84.71,84.72,60.02
127113.SZ,长高转债,20260305,20260309,11.01,,
127113.SZ,长高转债,20260522,20260529,11.01,11.01,10.92
127114.SZ,宜化转债,20260624,20260626,14.08,,
128009.SZ,歌尔转债,20141210,20141212,26.43,,
128009.SZ,歌尔转债,20150606,20150612,26.43,26.43,26.33
128009.SZ,歌尔转债,20160607,20160615,26.43,26.33,26.23
128009.SZ,歌尔转债,20170422,20170428,26.43,26.23,13.04
128010.SZ,蔚蓝转债,20160120,20160122,9.44,,
128010.SZ,蔚蓝转债,20160314,20160315,9.44,9.44,9.43
128010.SZ,蔚蓝转债,20160504,20160510,9.44,9.43,9.4
128010.SZ,蔚蓝转债,20170309,20170310,9.44,9.4,9.39
128010.SZ,蔚蓝转债,20170322,20170324,9.44,9.39,9.34
128010.SZ,蔚蓝转债,20170322,20170510,9.44,9.34,9.32
128010.SZ,蔚蓝转债,20180309,20180316,9.44,9.32,9.28
128010.SZ,蔚蓝转债,20190411,20190419,9.44,9.28,9.26
128010.SZ,蔚蓝转债,20200513,20200520,9.44,9.26,9.25
128011.SZ,汽模转债,20160229,20160302,11.63,,
128011.SZ,汽模转债,20160422,20160429,11.63,11.63,5.77
128011.SZ,汽模转债,20170505,20170511,11.63,5.77,5.73
128012.SZ,辉丰转债,20160419,20160421,29.7,,
128012.SZ,辉丰转债,20160525,20160531,29.7,29.7,7.79
128012.SZ,辉丰转债,20170621,20170627,29.7,7.79,7.74
128012.SZ,辉丰转债,20180711,20180718,29.7,7.74,7.71
128012.SZ,辉丰转债,20200629,20200629,29.7,7.71,4.38
128013.SZ,洪涛转债,20160727,20160729,10.28,,
128013.SZ,洪涛转债,20170508,20170509,10.28,10.28,10.06
128013.SZ,洪涛转债,20170707,20170710,10.28,10.06,10.05
128013.SZ,洪涛转债,20170715,20170721,10.28,10.05,10.03
128013.SZ,洪涛转债,20171218,20171219,10.28,10.03,10.01
128013.SZ,洪涛转债,20180323,20180326,10.28,10.01,10.0
128013.SZ,洪涛转债,20180706,20180713,10.28,10.0,9.98
128013.SZ,洪涛转债,20190719,20190726,10.28,9.98,9.97
128013.SZ,洪涛转债,20191121,20191121,10.28,9.97,8.0
128013.SZ,洪涛转债,20200630,20200630,10.28,8.0,3.12
128013.SZ,洪涛转债,20200715,20200721,10.28,3.12,3.1
128013.SZ,洪涛转债,20210224,20210224,10.28,3.1,2.32
128013.SZ,洪涛转债,20211213,20211213,10.28,2.32,2.31
128014.SZ,永东转债,20170413,20170417,30.77,,
128014.SZ,永东转债,20170607,20170613,30.77,30.77,20.46
128014.SZ,永东转债,20180531,20180605,30.77,20.46,13.53
128014.SZ,永东转债,20190610,20190614,30.77,13.53,13.28
128014.SZ,永东转债,20191031,20191104,30.77,13.28,12.64
128014.SZ,永东转债,20200616,20200623,30.77,12.64,12.6
128014.SZ,永东转债,20210526,20210602,30.77,12.6,12.52
128014.SZ,永东转债,20220527,20220606,30.77,12.52,12.31
128014.SZ,永东转债,20220805,20220805,30.77,12.31,11.49
128014.SZ,永东转债,20221217,20221219,30.77,11.49,9.28
128015.SZ,久其转债,20170606,20170608,12.97,,
128015.SZ,久其转债,20170926,20170927,12.97,12.97,12.9
128015.SZ,久其转债,20180627,20180704,12.97,12.9,12.87
128015.SZ,久其转债,20181106,20181107,12.97,12.87,12.86
128015.SZ,久其转债,20190425,20190425,12.97,12.86,9.48
128015.SZ,久其转债,20210522,20210524,12.97,9.48,6.97
128015.SZ,久其转债,20220914,20220914,12.97,6.97,5.0
128016.SZ,雨虹转债,20170921,20170925,38.48,,
128016.SZ,雨虹转债,20180613,20180620,38.48,38.48,22.55
128016.SZ,雨虹转债,20181218,20181218,38.48,22.55,22.63
128016.SZ,雨虹转债,20190524,20190530,38.48,22.63,22.33
128016.SZ,雨虹转债,20191122,20191122,38.48,22.33,22.43
128016.SZ,雨虹转债,20191211,20191212,38.48,22.43,22.4
128017.SZ,金禾转债,20171030,20171101,23.92,,
128017.SZ,金禾转债,20180330,20180411,23.92,23.92,23.32
128017.SZ,金禾转债,20190418,20190426,23.92,23.32,22.96
128017.SZ,金禾转债,20200409,20200416,23.92,22.96,22.42
128017.SZ,金禾转债,20210514,20210521,23.92,22.42,21.97
128017.SZ,金禾转债,20220423,20220429,23.92,21.97,21.33
128017.SZ,金禾转债,20230525,20230531,23.92,21.33,20.54
128018.SZ,时达转债,20171102,20171106,11.9,,
128018.SZ,时达转债,20180621,20180629,11.9,11.9,11.83
128018.SZ,时达转债,20190412,20190412,11.9,11.83,7.45
128018.SZ,时达转债,20200612,20200619,11.9,7.45,7.42
128018.SZ,时达转债,20210628,20210629,11.9,7.42,7.4
128018.SZ,时达转债,20210714,20210721,11.9,7.4,7.36
128019.SZ,久立转2,20171106,20171108,8.37,,
128019.SZ,久立转2,20180526,20180601,8.37,8.37,8.22
128019.SZ,久立转2,20190411,20190418,8.37,8.22,7.92
128019.SZ,久立转2,20200423,20200430,8.37,7.92,7.62
128020.SZ,水晶转债,20171115,20171117,29.9,,
128020.SZ,水晶转债,20180228,20171208,29.9,29.9,29.87
128020.SZ,水晶转债,20180516,20180523,29.9,29.87,22.9
128020.SZ,水晶转债,20181106,20181106,29.9,22.9,16.0
128020.SZ,水晶转债,20190716,20190724,29.9,16.0,12.23
128021.SZ,兄弟转债,20171124,20171128,18.17,,
128021.SZ,兄弟转债,20180522,20180529,18.17,18.17,11.23
128021.SZ,兄弟转债,20180921,20180921,18.17,11.23,5.35
128021.SZ,兄弟转债,20190614,20190621,18.17,5.35,5.25
128021.SZ,兄弟转债,20210107,20210108,18.17,5.25,5.19
128021.SZ,兄弟转债,20230429,20230510,18.17,5.19,5.09
128021.SZ,兄弟转债,20230907,20230907,18.17,5.09,4.25
128022.SZ,众信转债,20171129,20171201,11.12,,
128022.SZ,众信转债,20180531,20180525,11.12,11.12,11.05
128022.SZ,众信转债,20180615,20180622,11.12,11.05,11.02
128022.SZ,众信转债,20180817,20180816,11.12,11.02,11.02
128022.SZ,众信转债,20181127,20181128,11.12,11.02,11.0
128022.SZ,众信转债,20190115,20190116,11.12,11.0,10.99
128022.SZ,众信转债,20190417,20190417,11.12,10.99,7.92
128022.SZ,众信转债,20190703,20190703,11.12,7.92,7.93
128022.SZ,众信转债,20190705,20190711,11.12,7.93,7.91
128022.SZ,众信转债,20201030,20201030,11.12,7.91,7.92
128022.SZ,众信转债,20220525,20220525,11.12,7.92,5.95
128023.SZ,亚太转债,20171130,20171204,10.44,,
128023.SZ,亚太转债,20180531,20180606,10.44,10.44,10.34
128023.SZ,亚太转债,20220518,20220526,10.44,10.34,10.24
128024.SZ,宁行转债,20171201,20171205,18.45,,
128024.SZ,宁行转债,20180712,20180712,18.45,18.45,18.01
128024.SZ,宁行转债,20190710,20190710,18.45,18.01,17.7
128025.SZ,特一转债,20171204,20171206,20.2,,
128025.SZ,特一转债,20180413,20180420,20.2,20.2,19.7
128025.SZ,特一转债,20180718,20180730,20.2,19.7,16.1
128025.SZ,特一转债,20190323,20190329,20.2,16.1,15.45
128025.SZ,特一转债,20200422,20200428,20.2,15.45,14.7
128025.SZ,特一转债,20210526,20210603,20.2,14.7,14.05
128025.SZ,特一转债,20211129,20211201,20.2,14.05,13.8
128025.SZ,特一转债,20220429,20220510,20.2,13.8,13.15
128025.SZ,特一转债,20230519,20230526,20.2,13.15,8.93
128025.SZ,特一转债,20230928,20231011,20.2,8.93,9.21
128026.SZ,众兴转债,20171211,20171213,11.74,,
128026.SZ,众兴转债,20180509,20180515,11.74,11.74,11.64
128026.SZ,众兴转债,20190514,20190522,11.74,11.64,11.54
128026.SZ,众兴转债,20200529,20200605,11.74,11.54,11.45
128026.SZ,众兴转债,20210513,20210520,11.74,11.45,11.36
128026.SZ,众兴转债,20220512,20220519,11.74,11.36,11.26
128026.SZ,众兴转债,20230422,20230424,11.74,11.26,11.42
128026.SZ,众兴转债,20230426,20230509,11.74,11.42,11.12
128026.SZ,众兴转债,20231017,20231017,11.74,11.12,8.75
128027.SZ,崇达转债,20171213,20171215,30.93,,
128027.SZ,崇达转债,20180425,20180504,30.93,30.93,15.2
128027.SZ,崇达转债,20180605,20180606,30.93,15.2,15.11
128027.SZ,崇达转债,20190325,20190326,30.93,15.11,15.09
128027.SZ,崇达转债,20190415,20190423,30.93,15.09,14.75
128027.SZ,崇达转债,20190826,20190826,30.93,14.75,14.76
128028.SZ,赣锋转债,20171219,20171221,71.89,,
128028.SZ,赣锋转债,20180517,20180518,71.89,71.89,71.82
128028.SZ,赣锋转债,20180523,20180529,71.89,71.82,47.61
128028.SZ,赣锋转债,20181012,20181012,71.89,47.61,42.58
128028.SZ,赣锋转债,20190719,20190726,71.89,42.58,42.28
128028.SZ,赣锋转债,20200716,20200722,71.89,42.28,41.98
128028.SZ,赣锋转债,20201013,20201013,71.89,41.98,41.68
128029.SZ,太阳转债,20171220,20171222,8.85,,
128029.SZ,太阳转债,20180615,20180622,8.85,8.85,8.75
128029.SZ,太阳转债,20190516,20190523,8.85,8.75,8.65
128029.SZ,太阳转债,20200630,20200708,8.85,8.65,8.55
128029.SZ,太阳转债,20210701,20210708,8.85,8.55,8.45
128029.SZ,太阳转债,20220628,20220706,8.85,8.45,8.25
128030.SZ,天康转债,20171220,20171222,8.25,,
128030.SZ,天康转债,20180627,20180704,8.25,8.25,8.15
128030.SZ,天康转债,20190530,20190610,8.25,8.15,8.05
128030.SZ,天康转债,20200606,20200615,8.25,8.05,7.85
128030.SZ,天康转债,20210603,20210609,8.25,7.85,7.39
128030.SZ,天康转债,20211223,20211224,8.25,7.39,7.4
128030.SZ,天康转债,20230610,20230616,8.25,7.4,7.18
128032.SZ,双环转债,20171221,20171225,10.07,,
128032.SZ,双环转债,20180427,20180502,10.07,10.07,10.05
128032.SZ,双环转债,20180604,20180608,10.07,10.05,9.99
128032.SZ,双环转债,20190530,20190606,10.07,9.99,9.93
128032.SZ,双环转债,20200526,20200602,10.07,9.93,9.89
128032.SZ,双环转债,20210527,20210604,10.07,9.89,9.87
128033.SZ,迪龙转债,20171225,20171227,13.35,,
128033.SZ,迪龙转债,20180423,20180427,13.35,13.35,13.28
128033.SZ,迪龙转债,20180627,20180627,13.35,13.28,9.03
128033.SZ,迪龙转债,20190515,20190523,13.35,9.03,8.93
128033.SZ,迪龙转债,20200511,20200519,13.35,8.93,8.83
128033.SZ,迪龙转债,20210510,20210517,13.35,8.83,8.71
128033.SZ,迪龙转债,20211012,20211019,13.35,8.71,8.56
128033.SZ,迪龙转债,20220427,20220510,13.35,8.56,8.26
128033.SZ,迪龙转债,20230506,20230512,13.35,8.26,7.87
128034.SZ,江银转债,20180124,20180126,9.16,,
128034.SZ,江银转债,20180503,20180503,9.16,9.16,7.02
128034.SZ,江银转债,20180516,20180522,9.16,7.02,6.92
128034.SZ,江银转债,20180828,20180828,9.16,6.92,5.67
128034.SZ,江银转债,20190411,20190417,9.16,5.67,4.68
128034.SZ,江银转债,20200602,20200609,9.16,4.68,4.5
128034.SZ,江银转债,20210507,20210513,9.16,4.5,4.32
128034.SZ,江银转债,20220507,20220513,9.16,4.32,4.14
128034.SZ,江银转债,20230601,20230607,9.16,4.14,3.96
128035.SZ,大族转债,20180202,20180206,52.7,,
128035.SZ,大族转债,20180515,20180521,52.7,52.7,52.5
128035.SZ,大族转债,20190523,20190530,52.7,52.5,52.3
128035.SZ,大族转债,20200724,20200730,52.7,52.3,52.1
128035.SZ,大族转债,20210506,20210513,52.7,52.1,51.9
128035.SZ,大族转债,20220301,20220301,52.7,51.9,52.19
128035.SZ,大族转债,20220423,20220429,52.7,52.19,51.79
128035.SZ,大族转债,20230511,20230518,52.7,51.79,51.59
128036.SZ,金农转债,20180307,20180309,9.72,,
128036.SZ,金农转债,20180522,20180528,9.72,9.72,9.62
128036.SZ,金农转债,20200606,20200615,9.72,9.62,7.39
128036.SZ,金农转债,20201229,20201230,9.72,7.39,6.96
128036.SZ,金农转债,20210618,20210625,9.72,6.96,6.93
128036.SZ,金农转债,20220615,20220615,9.72,6.93,6.94
128036.SZ,金农转债,20220929,20220930,9.72,6.94,6.8
128036.SZ,金农转债,20231122,20231122,9.72,6.8,6.81
128037.SZ,岩土转债,20180313,20180315,8.05,,
128037.SZ,岩土转债,20180703,20180709,8.05,8.05,8.03
128037.SZ,岩土转债,20190709,20190715,8.05,8.03,8.01
128037.SZ,岩土转债,20200702,20200708,8.05,8.01,7.99
128037.SZ,岩土转债,20210626,20210628,8.05,7.99,3.13
128037.SZ,岩土转债,20210701,20210707,8.05,3.13,3.1
128037.SZ,岩土转债,20231201,20231201,8.05,3.1,2.64
128037.SZ,岩土转债,20240314,20240314,8.05,2.64,2.29
128038.SZ,利欧转债,20180320,20180322,2.76,,
128038.SZ,利欧转债,20180531,20180606,2.76,2.76,2.75
128038.SZ,利欧转债,20181114,20181114,2.76,2.75,1.72
128039.SZ,三力转债,20180606,20180608,7.38,,
128039.SZ,三力转债,20180811,20180813,7.38,7.38,5.84
128039.SZ,三力转债,20190528,20190604,7.38,5.84,5.83
128039.SZ,三力转债,20200718,20200724,7.38,5.83,5.81
128039.SZ,三力转债,20210616,20210622,7.38,5.81,5.79
128039.SZ,三力转债,20220617,20220623,7.38,5.79,5.77
128039.SZ,三力转债,20230609,20230616,7.38,5.77,5.72
128039.SZ,三力转债,20240229,20240304,7.38,5.72,5.43
128040.SZ,华通转债,20180612,20180614,11.45,,
128040.SZ,华通转债,20190601,20190611,11.45,11.45,11.37
128040.SZ,华通转债,20200515,20200526,11.45,11.37,11.29
128040.SZ,华通转债,20201127,20201130,11.45,11.29,10.33
128040.SZ,华通转债,20210529,20210607,11.45,10.33,10.15
128040.SZ,华通转债,20220114,20220117,11.45,10.15,10.03
128040.SZ,华通转债,20220524,20220530,11.45,10.03,9.73
128040.SZ,华通转债,20221229,20221229,11.45,9.73,9.74
128041.SZ,盛路转债,20180713,20180717,6.88,,
128041.SZ,盛路转债,20190715,20190719,6.88,6.88,6.85
128041.SZ,盛路转债,20201120,20201126,6.88,6.85,6.82
128041.SZ,盛路转债,20221121,20221121,6.88,6.82,6.83
128041.SZ,盛路转债,20240308,20240308,6.88,6.83,6.75
128042.SZ,凯中转债,20180726,20180727,13.25,,
128042.SZ,凯中转债,20190524,20190530,13.25,13.25,12.99
128042.SZ,凯中转债,20190808,20190808,13.25,12.99,13.01
128042.SZ,凯中转债,20200523,20200601,13.25,13.01,12.94
128042.SZ,凯中转债,20200930,20200930,13.25,12.94,12.96
128042.SZ,凯中转债,20210525,20210531,13.25,12.96,12.86
128042.SZ,凯中转债,20220308,20220308,13.25,12.86,10.09
128042.SZ,凯中转债,20220526,20220601,13.25,10.09,10.08
128042.SZ,凯中转债,20230603,20230609,13.25,10.08,10.05
128042.SZ,凯中转债,20240509,20240517,13.25,10.05,9.97
128043.SZ,东音转债,20180731,20180802,13.47,,
128043.SZ,东音转债,20181121,20181121,13.47,13.47,11.43
128043.SZ,东音转债,20190418,20190424,13.47,11.43,11.13
128043.SZ,东音转债,20190916,20190923,13.47,11.13,6.55
128043.SZ,东音转债,20200407,20200408,13.47,6.55,6.27
128043.SZ,东音转债,20200617,20200623,13.47,6.27,6.22
128044.SZ,岭南转债,20180810,20180814,10.7,,
128044.SZ,岭南转债,20181227,20181228,10.7,10.7,10.63
128044.SZ,岭南转债,20190322,20190322,10.7,10.63,8.96
128044.SZ,岭南转债,20190524,20190530,10.7,8.96,5.92
128044.SZ,岭南转债,20200711,20200717,10.7,5.92,5.9
128044.SZ,岭南转债,20200731,20200731,10.7,5.9,5.91
128044.SZ,岭南转债,20210924,20210927,10.7,5.91,5.59
128044.SZ,岭南转债,20211201,20211201,10.7,5.59,3.43
128044.SZ,岭南转债,20231121,20231121,10.7,3.43,3.08
128044.SZ,岭南转债,20240521,20240521,10.7,3.08,1.94
128044.SZ,岭南转债,20240629,20240701,10.7,1.94,1.4
128045.SZ,机电转债,20180823,20180824,7.66,,
128045.SZ,机电转债,20190522,20190529,7.66,7.66,7.63
128045.SZ,机电转债,20200812,20200819,7.66,7.63,7.57
128046.SZ,利尔转债,20181015,20181016,18.82,,
128046.SZ,利尔转债,20190326,20190403,18.82,18.82,18.62
128046.SZ,利尔转债,20210407,20210413,18.82,18.62,18.42
128046.SZ,利尔转债,20220401,20220413,18.82,18.42,12.8
128047.SZ,光电转债,20181101,20181102,40.26,,
128047.SZ,光电转债,20190513,20190517,40.26,40.26,30.87
128048.SZ,张行转债,20181108,20181109,6.06,,
128048.SZ,张行转债,20190604,20190612,6.06,6.06,5.91
128048.SZ,张行转债,20200620,20200630,6.06,5.91,5.76
128048.SZ,张行转债,20210702,20210708,6.06,5.76,5.6
128048.SZ,张行转债,20220426,20220505,6.06,5.6,4.53
128048.SZ,张行转债,20230526,20230601,6.06,4.53,4.33
128048.SZ,张行转债,20240530,20240606,6.06,4.33,4.13
128049.SZ,华源转债,20181123,20181126,7.58,,
128049.SZ,华源转债,20190123,20190124,7.58,7.58,7.57
128049.SZ,华源转债,20190522,20190530,7.58,7.57,7.52
128049.SZ,华源转债,20200530,20200605,7.58,7.52,7.42
128049.SZ,华源转债,20210605,20210611,7.58,7.42,7.37
128050.SZ,钧达转债,20181206,20181207,21.74,,
128050.SZ,钧达转债,20190716,20190722,21.74,21.74,21.59
128050.SZ,钧达转债,20190827,20190827,21.74,21.59,21.66
128050.SZ,钧达转债,20200314,20200316,21.74,21.66,14.93
128050.SZ,钧达转债,20200611,20200617,21.74,14.93,14.83
128050.SZ,钧达转债,20201015,20201015,21.74,14.83,14.85
128050.SZ,钧达转债,20210519,20210526,21.74,14.85,14.8
128050.SZ,钧达转债,20211126,20211126,21.74,14.8,14.81
128051.SZ,光华转债,20181212,20181214,17.03,,
128051.SZ,光华转债,20190606,20190613,17.03,17.03,16.95
128051.SZ,光华转债,20190726,20190726,17.03,16.95,12.72
128052.SZ,凯龙转债,20181219,20181221,6.97,,
128052.SZ,凯龙转债,20190605,20190612,6.97,6.97,6.77
128052.SZ,凯龙转债,20200709,20200715,6.97,6.77,6.67
128053.SZ,尚荣转债,20190212,20190214,4.94,,
128053.SZ,尚荣转债,20190704,20190711,4.94,4.94,4.89
128053.SZ,尚荣转债,20210805,20210811,4.94,4.89,4.88
128054.SZ,中宠转债,20190213,20190214,37.97,,
128054.SZ,中宠转债,20190524,20190531,37.97,37.97,22.28
128054.SZ,中宠转债,20200515,20200522,37.97,22.28,22.22
128055.SZ,长青转2,20190225,20190226,11.41,,
128055.SZ,长青转2,20190426,20190508,11.41,11.41,7.41
128056.SZ,今飞转债,20190226,20190227,6.8,,
128056.SZ,今飞转债,20190517,20190523,6.8,6.8,6.78
128056.SZ,今飞转债,20200423,20200429,6.8,6.78,6.76
128056.SZ,今飞转债,20201214,20201215,6.8,6.76,6.7
128056.SZ,今飞转债,20210629,20210705,6.8,6.7,6.69
128056.SZ,今飞转债,20220610,20220620,6.8,6.69,6.68
128056.SZ,今飞转债,20230411,20230411,6.8,6.68,6.0
128056.SZ,今飞转债,20230701,20230707,6.8,6.0,5.99
128056.SZ,今飞转债,20240111,20240116,6.8,5.99,5.86
128056.SZ,今飞转债,20240224,20240226,6.8,5.86,4.65
128056.SZ,今飞转债,20240621,20240628,6.8,4.65,4.64
128057.SZ,博彦转债,20190301,20190304,8.9,,
128057.SZ,博彦转债,20190425,20190506,8.9,8.9,8.81
128057.SZ,博彦转债,20200611,20200618,8.9,8.81,8.72
128057.SZ,博彦转债,20210415,20210422,8.9,8.72,8.5
128058.SZ,拓邦转债,20190305,20190307,5.64,,
128058.SZ,拓邦转债,20190522,20190529,5.64,5.64,5.54
128058.SZ,拓邦转债,20200526,20200602,5.64,5.54,5.47
128059.SZ,视源转债,20190307,20190308,76.25,,
128059.SZ,视源转债,20190506,20190510,76.25,76.25,75.71
128059.SZ,视源转债,20190906,20190906,76.25,75.71,75.72
128059.SZ,视源转债,20200527,20200602,76.25,75.72,74.97
128060.SZ,中装转债,20190322,20190326,6.24,,
128060.SZ,中装转债,20190705,20190712,6.24,6.24,6.21
