ts_code,bond_short_name,publish_date,change_date,convert_price_initial,convertprice_bef,convertprice_aft
123104.SZ,卫宁转债,20210312,20210316,17.76,,
123104.SZ,卫宁转债,20210622,20210630,17.76,17.76,17.74
123104.SZ,卫宁转债,20220707,20220715,17.76,17.74,17.72
123104.SZ,卫宁转债,20230607,20230615,17.76,17.72,17.71
123104.SZ,卫宁转债,20240528,20240604,17.76,17.71,17.62
123104.SZ,卫宁转债,20241128,20241129,17.76,17.62,17.45
123104.SZ,卫宁转债,20250527,20250604,17.76,17.45,17.31
123104.SZ,卫宁转债,20260327,20260330,17.76,17.31,9.43
123104.SZ,卫宁转债,20260403,20260407,17.76,9.43,9.44
123104.SZ,卫宁转债,20260708,20260709,17.76,9.44,7.02
123105.SZ,拓尔转债,20210317,20210319,9.98,,
123105.SZ,拓尔转债,20210518,20210526,9.98,9.98,9.93
123105.SZ,拓尔转债,20210811,20210812,9.98,9.93,9.96
123105.SZ,拓尔转债,20220524,20220531,9.98,9.96,9.91
123106.SZ,正丹转债,20210322,20210324,7.52,,
123106.SZ,正丹转债,20210619,20210625,7.52,7.52,7.5
123106.SZ,正丹转债,20220510,20220516,7.52,7.5,7.45
123106.SZ,正丹转债,20230720,20230726,7.52,7.45,7.4
123107.SZ,温氏转债,20210325,20210326,17.82,,
123107.SZ,温氏转债,20210702,20210708,17.82,17.82,17.62
123107.SZ,温氏转债,20220617,20220620,17.82,17.62,17.48
123107.SZ,温氏转债,20221121,20221128,17.82,17.48,17.38
123107.SZ,温氏转债,20221207,20221209,17.82,17.38,17.37
123107.SZ,温氏转债,20230606,20230612,17.82,17.37,17.17
123107.SZ,温氏转债,20230721,20230725,17.82,17.17,17.05
123107.SZ,温氏转债,20231214,20231215,17.82,17.05,17.04
123107.SZ,温氏转债,20240612,20240619,17.82,17.04,16.94
123107.SZ,温氏转债,20241111,20241118,17.82,16.94,16.79
123107.SZ,温氏转债,20250519,20250526,17.82,16.79,16.59
123107.SZ,温氏转债,20251027,20251103,17.82,16.59,16.29
123107.SZ,温氏转债,20260616,20260624,17.82,16.29,16.09
123108.SZ,乐普转2,20210326,20210330,29.73,,
123108.SZ,乐普转2,20210619,20210625,29.73,29.73,29.5
123108.SZ,乐普转2,20220623,20220630,29.73,29.5,29.23
123108.SZ,乐普转2,20220920,20220921,29.73,29.23,28.68
123108.SZ,乐普转2,20221205,20221206,29.73,28.68,28.73
123108.SZ,乐普转2,20230621,20230630,29.73,28.73,28.39
123108.SZ,乐普转2,20240619,20240627,29.73,28.39,28.06
123108.SZ,乐普转2,20240911,20240920,29.73,28.06,27.92
123108.SZ,乐普转2,20250613,20250620,29.73,27.92,27.79
123108.SZ,乐普转2,20250916,20250923,29.73,27.79,27.63
123108.SZ,乐普转2,20251031,20251103,29.73,27.63,27.86
123109.SZ,昌红转债,20210330,20210401,28.26,,
123109.SZ,昌红转债,20210527,20210602,28.26,28.26,28.06
123109.SZ,昌红转债,20220511,20220517,28.26,28.06,27.88
123109.SZ,昌红转债,20230519,20230526,28.26,27.88,27.68
123109.SZ,昌红转债,20230912,20230914,28.26,27.68,26.9
123109.SZ,昌红转债,20240523,20240529,28.26,26.9,26.85
123109.SZ,昌红转债,20240816,20240823,28.26,26.85,26.79
123109.SZ,昌红转债,20250521,20250529,28.26,26.79,26.72
123109.SZ,昌红转债,20260508,20260515,28.26,26.72,26.64
123110.SZ,九典转债,20210330,20210401,26.48,,
123110.SZ,九典转债,20210512,20210519,26.48,26.48,26.44
123110.SZ,九典转债,20220519,20220527,26.48,26.44,18.7
123111.SZ,东财转3,20210402,20210407,28.08,,
123111.SZ,东财转3,20210520,20210527,28.08,28.08,23.35
123112.SZ,万讯转债,20210406,20210408,9.13,,
123112.SZ,万讯转债,20210522,20210528,9.13,9.13,8.93
123112.SZ,万讯转债,20220523,20220531,9.13,8.93,8.73
123112.SZ,万讯转债,20230530,20230602,9.13,8.73,8.66
123112.SZ,万讯转债,20230606,20230613,9.13,8.66,8.46
123112.SZ,万讯转债,20240608,20240611,9.13,8.46,8.48
123112.SZ,万讯转债,20240612,20240619,9.13,8.48,8.28
123112.SZ,万讯转债,20250721,20250722,9.13,8.28,8.3
123112.SZ,万讯转债,20260608,20260609,9.13,8.3,8.32
123112.SZ,万讯转债,20260710,20260713,9.13,8.32,6.43
123113.SZ,仙乐转债,20210415,20210419,85.98,,
123113.SZ,仙乐转债,20210531,20210608,85.98,85.98,56.92
123113.SZ,仙乐转债,20210917,20210923,85.98,56.92,56.88
123113.SZ,仙乐转债,20220516,20220523,85.98,56.88,56.48
123113.SZ,仙乐转债,20221011,20221013,85.98,56.48,56.42
123113.SZ,仙乐转债,20230531,20230607,85.98,56.42,56.07
123113.SZ,仙乐转债,20231226,20231227,85.98,56.07,55.82
123113.SZ,仙乐转债,20240611,20240613,85.98,55.82,55.76
123113.SZ,仙乐转债,20240615,20240621,85.98,55.76,42.12
123113.SZ,仙乐转债,20240918,20240919,85.98,42.12,42.13
123113.SZ,仙乐转债,20250326,20250328,85.98,42.13,41.96
123113.SZ,仙乐转债,20250519,20250527,85.98,41.96,31.82
123113.SZ,仙乐转债,20250703,20250704,85.98,31.82,31.88
123113.SZ,仙乐转债,20251204,20251209,85.98,31.88,31.86
123113.SZ,仙乐转债,20260424,20260427,85.98,31.86,31.79
123113.SZ,仙乐转债,20260528,20260605,85.98,31.79,31.66
123114.SZ,三角转债,20210521,20210525,31.82,,
123114.SZ,三角转债,20220627,20220704,31.82,31.82,31.73
123114.SZ,三角转债,20220715,20220719,31.82,31.73,31.66
123114.SZ,三角转债,20230113,20230117,31.82,31.66,31.84
123114.SZ,三角转债,20230629,20230706,31.82,31.84,31.74
123114.SZ,三角转债,20230721,20230725,31.82,31.74,31.72
123114.SZ,三角转债,20240626,20240703,31.82,31.72,31.54
123114.SZ,三角转债,20250711,20250714,31.82,31.54,31.59
123114.SZ,三角转债,20250714,20250721,31.82,31.59,31.39
123114.SZ,三角转债,20260609,20260616,31.82,31.39,31.29
123114.SZ,三角转债,20260701,20260702,31.82,31.29,22.69
123115.SZ,捷捷转债,20210604,20210608,29.0,,
123115.SZ,捷捷转债,20220606,20220614,29.0,29.0,28.87
123115.SZ,捷捷转债,20230627,20230704,29.0,28.87,28.78
123115.SZ,捷捷转债,20240528,20240529,29.0,28.78,28.81
123115.SZ,捷捷转债,20240529,20240606,29.0,28.81,28.75
123115.SZ,捷捷转债,20241029,20241031,29.0,28.75,28.07
123116.SZ,万兴转债,20210607,20210609,49.78,,
123116.SZ,万兴转债,20220225,20220228,49.78,49.78,49.79
123117.SZ,健帆转债,20210621,20210623,90.6,,
123117.SZ,健帆转债,20210819,20210823,90.6,90.6,90.57
123117.SZ,健帆转债,20220603,20220610,90.6,90.57,89.68
123117.SZ,健帆转债,20221222,20221223,90.6,89.68,89.51
123117.SZ,健帆转债,20230421,20230424,90.6,89.51,62.38
123117.SZ,健帆转债,20230524,20230531,90.6,62.38,61.72
123117.SZ,健帆转债,20240115,20240116,90.6,61.72,40.0
123117.SZ,健帆转债,20240524,20240531,90.6,40.0,39.62
123117.SZ,健帆转债,20240912,20240912,90.6,39.62,39.43
123117.SZ,健帆转债,20250517,20250526,90.6,39.43,38.65
123117.SZ,健帆转债,20260525,20260601,90.6,38.65,38.15
123118.SZ,惠城转债,20210705,20210707,17.11,,
123118.SZ,惠城转债,20220613,20220621,17.11,17.11,17.06
123118.SZ,惠城转债,20230718,20230724,17.11,17.06,15.99
123118.SZ,惠城转债,20230825,20230829,17.11,15.99,15.93
123118.SZ,惠城转债,20240517,20240527,17.11,15.93,11.29
123118.SZ,惠城转债,20241107,20241112,17.11,11.29,11.25
123118.SZ,惠城转债,20250714,20250722,17.11,11.25,11.15
123118.SZ,惠城转债,20250811,20250814,17.11,11.15,11.11
123118.SZ,惠城转债,20260407,20260410,17.11,11.11,14.59
123118.SZ,惠城转债,20260604,20260612,17.11,14.59,10.33
123119.SZ,康泰转2,20210713,20210715,145.63,,
123119.SZ,康泰转2,20210923,20210929,145.63,145.63,145.33
123119.SZ,康泰转2,20211230,20211231,145.63,145.33,108.5
123119.SZ,康泰转2,20220329,20220330,145.63,108.5,107.28
123119.SZ,康泰转2,20220526,20220602,145.63,107.28,66.51
123119.SZ,康泰转2,20220914,20220915,145.63,66.51,33.66
123119.SZ,康泰转2,20230929,20231013,145.63,33.66,33.48
123119.SZ,康泰转2,20240131,20240201,145.63,33.48,24.4
123119.SZ,康泰转2,20240531,20240603,145.63,24.4,20.01
123119.SZ,康泰转2,20240606,20240614,145.63,20.01,19.81
123119.SZ,康泰转2,20250326,20250327,145.63,19.81,15.82
123119.SZ,康泰转2,20250528,20250606,145.63,15.82,15.73
123119.SZ,康泰转2,20260604,20260611,145.63,15.73,15.69
123120.SZ,隆华转债,20210728,20210730,7.76,,
123120.SZ,隆华转债,20220524,20220531,7.76,7.76,7.73
123120.SZ,隆华转债,20220802,20220802,7.76,7.73,7.75
123120.SZ,隆华转债,20230512,20230518,7.76,7.75,7.72
123120.SZ,隆华转债,20240522,20240529,7.76,7.72,7.69
123120.SZ,隆华转债,20240912,20240913,7.76,7.69,6.15
123120.SZ,隆华转债,20250519,20250527,7.76,6.15,6.1
123121.SZ,帝尔转债,20210803,20210805,192.7,,
123121.SZ,帝尔转债,20211118,20211119,192.7,192.7,192.24
123121.SZ,帝尔转债,20220528,20220607,192.7,192.24,119.68
123121.SZ,帝尔转债,20221221,20221223,192.7,119.68,119.47
123121.SZ,帝尔转债,20230608,20230615,192.7,119.47,74.38
123121.SZ,帝尔转债,20240523,20240530,192.7,74.38,74.03
123121.SZ,帝尔转债,20250226,20250228,192.7,74.03,73.99
123121.SZ,帝尔转债,20250605,20250612,192.7,73.99,73.6
123121.SZ,帝尔转债,20251114,20251118,192.7,73.6,73.56
123122.SZ,富瀚转债,20210804,20210806,177.04,,
123122.SZ,富瀚转债,20220124,20220125,177.04,177.04,177.01
123122.SZ,富瀚转债,20220519,20220526,177.04,177.01,92.89
123122.SZ,富瀚转债,20220704,20220705,177.04,92.89,92.83
123122.SZ,富瀚转债,20220801,20220802,177.04,92.83,92.77
123122.SZ,富瀚转债,20230103,20230104,177.04,92.77,92.73
123122.SZ,富瀚转债,20230403,20230404,177.04,92.73,92.65
123122.SZ,富瀚转债,20230525,20230602,177.04,92.65,92.41
123122.SZ,富瀚转债,20231010,20231010,177.04,92.41,92.34
123122.SZ,富瀚转债,20240612,20240620,177.04,92.34,92.14
123122.SZ,富瀚转债,20241104,20241105,177.04,92.14,92.02
123122.SZ,富瀚转债,20250401,20250402,177.04,92.02,91.82
123122.SZ,富瀚转债,20250613,20250620,177.04,91.82,91.69
123122.SZ,富瀚转债,20260526,20260602,177.04,91.69,91.5
123123.SZ,江丰转债,20210810,20210812,51.93,,
123123.SZ,江丰转债,20220215,20220216,51.93,51.93,51.8
123123.SZ,江丰转债,20220316,20220318,51.93,51.8,51.43
123123.SZ,江丰转债,20220401,20220406,51.93,51.43,51.41
123123.SZ,江丰转债,20220706,20220712,51.93,51.41,51.14
123123.SZ,江丰转债,20220726,20220728,51.93,51.14,51.05
123123.SZ,江丰转债,20220929,20221010,51.93,51.05,53.59
123124.SZ,晶瑞转2,20210812,20210816,50.31,,
123124.SZ,晶瑞转2,20220127,20220207,50.31,50.31,50.16
123124.SZ,晶瑞转2,20220322,20220324,50.31,50.16,50.14
123124.SZ,晶瑞转2,20220602,20220610,50.31,50.14,29.64
123124.SZ,晶瑞转2,20230426,20230428,50.31,29.64,29.62
123124.SZ,晶瑞转2,20230703,20230710,50.31,29.62,17.41
123124.SZ,晶瑞转2,20230925,20230927,50.31,17.41,17.4
123124.SZ,晶瑞转2,20231127,20231129,50.31,17.4,17.36
123124.SZ,晶瑞转2,20240416,20240422,50.31,17.36,16.77
123124.SZ,晶瑞转2,20240614,20240621,50.31,16.77,16.74
123124.SZ,晶瑞转2,20250527,20250604,50.31,16.74,16.7
123124.SZ,晶瑞转2,20251013,20251020,50.31,16.7,16.69
123124.SZ,晶瑞转2,20260529,20260605,50.31,16.69,15.88
123125.SZ,元力转债,20210902,20210906,17.61,,
123125.SZ,元力转债,20220701,20220707,17.61,17.61,17.51
123126.SZ,瑞丰转债,20210908,20210910,17.8,,
123126.SZ,瑞丰转债,20220729,20220805,17.8,17.8,17.68
123126.SZ,瑞丰转债,20230518,20230519,17.8,17.68,17.54
123126.SZ,瑞丰转债,20240104,20240108,17.8,17.54,16.91
123126.SZ,瑞丰转债,20240704,20240711,17.8,16.91,16.81
123126.SZ,瑞丰转债,20241217,20241217,17.8,16.81,11.69
123126.SZ,瑞丰转债,20250711,20250718,17.8,11.69,11.64
123127.SZ,耐普转债,20211027,20211029,37.0,,
123127.SZ,耐普转债,20230322,20230329,37.0,37.0,24.4
123127.SZ,耐普转债,20240423,20240429,37.0,24.4,17.34
123127.SZ,耐普转债,20240905,20240911,37.0,17.34,17.24
123128.SZ,首华转债,20211028,20211101,25.02,,
123128.SZ,首华转债,20230715,20230717,25.02,25.02,19.61
123128.SZ,首华转债,20250506,20250507,25.02,19.61,12.15
123129.SZ,锦鸡转债,20211102,20211104,9.53,,
123129.SZ,锦鸡转债,20220606,20220607,9.53,9.53,8.0
123129.SZ,锦鸡转债,20220624,20220701,9.53,8.0,7.97
123129.SZ,锦鸡转债,20230621,20230703,9.53,7.97,7.95
123129.SZ,锦鸡转债,20240705,20240712,9.53,7.95,7.93
123129.SZ,锦鸡转债,20250704,20250711,9.53,7.93,7.92
123130.SZ,设研转债,20211109,20211111,11.24,,
123130.SZ,设研转债,20220216,20220216,11.24,11.24,11.22
123130.SZ,设研转债,20220527,20220527,11.24,11.22,11.34
123130.SZ,设研转债,20220527,20220606,11.24,11.34,9.24
123130.SZ,设研转债,20221019,20221019,11.24,9.24,9.26
123130.SZ,设研转债,20230524,20230530,11.24,9.26,8.96
123130.SZ,设研转债,20240430,20240510,11.24,8.96,8.76
123130.SZ,设研转债,20241011,20241014,11.24,8.76,8.05
123131.SZ,奥飞转债,20211201,20211203,22.02,,
123131.SZ,奥飞转债,20220525,20220602,22.02,22.02,12.21
123131.SZ,奥飞转债,20220913,20220916,22.02,12.21,12.17
123131.SZ,奥飞转债,20230418,20230420,22.02,12.17,12.13
123131.SZ,奥飞转债,20230519,20230526,22.02,12.13,10.09
123131.SZ,奥飞转债,20240625,20240702,22.02,10.09,10.07
123131.SZ,奥飞转债,20250701,20250708,22.02,10.07,10.06
123131.SZ,奥飞转债,20260625,20260702,22.02,10.06,10.05
123132.SZ,回盛转债,20211215,20211217,28.32,,
123132.SZ,回盛转债,20220406,20220413,28.32,28.32,27.99
123132.SZ,回盛转债,20220517,20220518,28.32,27.99,28.0
123132.SZ,回盛转债,20230609,20230609,28.32,28.0,28.01
123132.SZ,回盛转债,20230614,20230621,28.32,28.01,27.71
123132.SZ,回盛转债,20240522,20240529,28.32,27.71,27.44
123132.SZ,回盛转债,20240617,20240618,28.32,27.44,27.45
123132.SZ,回盛转债,20240814,20240815,28.32,27.45,15.0
123133.SZ,佩蒂转债,20211220,20211222,19.92,,
123133.SZ,佩蒂转债,20220520,20220526,19.92,19.92,19.89
123133.SZ,佩蒂转债,20220627,20220628,19.92,19.89,17.83
123133.SZ,佩蒂转债,20240530,20240530,19.92,17.83,17.92
123133.SZ,佩蒂转债,20250528,20250604,19.92,17.92,17.57
123133.SZ,佩蒂转债,20260324,20260324,19.92,17.57,17.58
123133.SZ,佩蒂转债,20260526,20260602,19.92,17.58,17.33
123133.SZ,佩蒂转债,20260710,20260713,19.92,17.33,15.0
123134.SZ,卡倍转债,20211222,20211227,92.5,,
123134.SZ,卡倍转债,20220310,20220311,92.5,92.5,76.0
123134.SZ,卡倍转债,20220531,20220609,92.5,76.0,75.7
123134.SZ,卡倍转债,20221223,20221226,92.5,75.7,75.53
123135.SZ,泰林转债,20211224,20211228,87.38,,
123135.SZ,泰林转债,20220511,20220518,87.38,87.38,54.43
123135.SZ,泰林转债,20230429,20230511,87.38,54.43,41.64
123135.SZ,泰林转债,20230531,20230602,87.38,41.64,41.53
123135.SZ,泰林转债,20231106,20231107,87.38,41.53,25.3
123135.SZ,泰林转债,20240311,20240312,87.38,25.3,16.5
123135.SZ,泰林转债,20240518,20240527,87.38,16.5,16.4
123136.SZ,城市转债,20220118,20220121,21.18,,
123136.SZ,城市转债,20220527,20220601,21.18,21.18,21.1
123136.SZ,城市转债,20220602,20220610,21.18,21.1,17.44
123137.SZ,锦浪转债,20220208,20220210,227.02,,
123137.SZ,锦浪转债,20220518,20220526,227.02,227.02,151.35
123137.SZ,锦浪转债,20220808,20220809,227.02,151.35,151.36
123138.SZ,丝路转债,20220228,20220302,26.69,,
123138.SZ,丝路转债,20220512,20220519,26.69,26.69,26.61
123138.SZ,丝路转债,20230421,20230428,26.69,26.61,26.56
123138.SZ,丝路转债,20240516,20240524,26.69,26.56,26.53
123139.SZ,铂科转债,20220309,20220311,76.5,,
123139.SZ,铂科转债,20220621,20220623,76.5,76.5,76.2
123139.SZ,铂科转债,20220628,20220705,76.5,76.2,76.0
123140.SZ,天地转债,20220310,20220314,12.47,,
123140.SZ,天地转债,20220624,20220630,12.47,12.47,12.32
123140.SZ,天地转债,20230704,20230711,12.47,12.32,12.07
123140.SZ,天地转债,20230915,20230918,12.47,12.07,12.04
123141.SZ,宏丰转债,20220311,20220315,6.92,,
123141.SZ,宏丰转债,20220621,20220629,6.92,6.92,6.88
123141.SZ,宏丰转债,20221103,20221104,6.92,6.88,5.39
123141.SZ,宏丰转债,20230617,20230628,6.92,5.39,5.37
123141.SZ,宏丰转债,20240608,20240618,6.92,5.37,5.35
123142.SZ,申昊转债,20220316,20220318,34.41,,
123142.SZ,申昊转债,20220520,20220527,34.41,34.41,34.11
123142.SZ,申昊转债,20230524,20230530,34.41,34.11,33.91
123142.SZ,申昊转债,20240516,20240523,34.41,33.91,33.71
123143.SZ,胜蓝转债,20220329,20220331,23.45,,
123143.SZ,胜蓝转债,20220520,20220530,23.45,23.45,23.38
123143.SZ,胜蓝转债,20220613,20220616,23.45,23.38,23.33
123143.SZ,胜蓝转债,20221219,20221221,23.45,23.33,23.32
123143.SZ,胜蓝转债,20230602,20230609,23.45,23.32,23.27
123143.SZ,胜蓝转债,20240611,20240618,23.45,23.27,23.17
123144.SZ,裕兴转债,20220407,20220411,14.24,,
123144.SZ,裕兴转债,20220531,20220608,14.24,14.24,13.97
123144.SZ,裕兴转债,20230517,20230524,14.24,13.97,13.85
123144.SZ,裕兴转债,20240125,20240129,14.24,13.85,12.5
123144.SZ,裕兴转债,20240625,20240703,14.24,12.5,12.49
123144.SZ,裕兴转债,20260113,20260114,14.24,12.49,8.5
123145.SZ,药石转债,20220418,20220420,92.98,,
123145.SZ,药石转债,20220606,20220613,92.98,92.98,92.88
123145.SZ,药石转债,20230116,20230117,92.98,92.88,81.54
123145.SZ,药石转债,20230605,20230613,92.98,81.54,81.44
123145.SZ,药石转债,20240527,20240528,92.98,81.44,34.2
123145.SZ,药石转债,20240606,20240614,92.98,34.2,33.89
123145.SZ,药石转债,20250523,20250530,92.98,33.89,33.61
123146.SZ,中环转2,20220429,20220506,7.47,,
123146.SZ,中环转2,20230614,20230621,7.47,7.47,7.42
123146.SZ,中环转2,20240515,20240516,7.47,7.42,6.3
123146.SZ,中环转2,20240612,20240619,7.47,6.3,6.26
123146.SZ,中环转2,20250701,20250708,7.47,6.26,6.23
123147.SZ,中辰转债,20220527,20220531,7.78,,
123147.SZ,中辰转债,20240513,20240514,7.78,7.78,6.5
123147.SZ,中辰转债,20240709,20240717,7.78,6.5,6.46
123147.SZ,中辰转债,20250709,20250717,7.78,6.46,6.43
123148.SZ,上能转债,20220610,20220614,36.31,,
123149.SZ,通裕转债,20220616,20220620,2.77,,
123149.SZ,通裕转债,20230606,20230613,2.77,2.77,2.74
123149.SZ,通裕转债,20240613,20240620,2.77,2.74,2.72
123149.SZ,通裕转债,20251107,20251114,2.77,2.72,2.71
123150.SZ,九强转债,20220628,20220630,17.63,,
123150.SZ,九强转债,20230515,20230522,17.63,17.63,17.53
123150.SZ,九强转债,20230706,20230706,17.63,17.53,17.55
123150.SZ,九强转债,20240425,20240507,17.63,17.55,17.35
123150.SZ,九强转债,20250424,20250506,17.63,17.35,16.95
123150.SZ,九强转债,20250722,20250723,17.63,16.95,16.98
123150.SZ,九强转债,20250829,20250905,17.63,16.98,16.68
123150.SZ,九强转债,20251120,20251127,17.63,16.68,16.48
123150.SZ,九强转债,20260427,20260428,17.63,16.48,12.3
123150.SZ,九强转债,20260521,20260529,17.63,12.3,11.6
123151.SZ,康医转债,20220629,20220701,28.22,,
123151.SZ,康医转债,20230614,20230620,28.22,28.22,28.1
123151.SZ,康医转债,20240521,20240529,28.22,28.1,27.8
123151.SZ,康医转债,20250523,20250530,28.22,27.8,27.55
123152.SZ,润禾转债,20220719,20220721,29.27,,
123152.SZ,润禾转债,20230608,20230609,29.27,29.27,29.19
123152.SZ,润禾转债,20230703,20230710,29.27,29.19,29.03
123152.SZ,润禾转债,20240117,20240118,29.27,29.03,29.01
123152.SZ,润禾转债,20240516,20240523,29.27,29.01,28.81
123153.SZ,英力转债,20220719,20220721,19.24,,
123153.SZ,英力转债,20240522,20240528,19.24,19.24,15.99
123154.SZ,火星转债,20220803,20220805,34.59,,
123154.SZ,火星转债,20220921,20220927,34.59,34.59,34.29
123154.SZ,火星转债,20230321,20230322,34.59,34.29,34.09
123154.SZ,火星转债,20230518,20230525,34.59,34.09,33.49
123154.SZ,火星转债,20240226,20240228,34.59,33.49,33.47
123154.SZ,火星转债,20240520,20240528,34.59,33.47,32.87
123154.SZ,火星转债,20241022,20241022,34.59,32.87,32.95
123154.SZ,火星转债,20251103,20251104,34.59,32.95,33.03
123155.SZ,中陆转债,20220810,20220812,31.8,,
123155.SZ,中陆转债,20230617,20230628,31.8,31.8,31.76
123156.SZ,博汇转债,20220812,20220816,15.05,,
123156.SZ,博汇转债,20230512,20230519,15.05,15.05,10.69
123156.SZ,博汇转债,20250417,20250418,15.05,10.69,8.0
123157.SZ,科蓝转债,20220826,20220830,16.02,,
123157.SZ,科蓝转债,20230704,20230711,16.02,16.02,16.01
123157.SZ,科蓝转债,20260430,20260506,16.02,16.01,13.2
123157.SZ,科蓝转债,20260613,20260615,16.02,13.2,8.8
123158.SZ,宙邦转债,20220922,20220926,42.77,,
123158.SZ,宙邦转债,20221220,20221223,42.77,42.77,42.69
123158.SZ,宙邦转债,20230509,20230516,42.77,42.69,42.19
123158.SZ,宙邦转债,20230906,20230911,42.77,42.19,42.09
123158.SZ,宙邦转债,20240103,20240105,42.77,42.09,41.98
123158.SZ,宙邦转债,20240429,20240510,42.77,41.98,41.38
123158.SZ,宙邦转债,20250516,20250523,42.77,41.38,40.98
123158.SZ,宙邦转债,20250527,20250527,42.77,40.98,41.05
123158.SZ,宙邦转债,20260421,20260428,42.77,41.05,40.55
123158.SZ,宙邦转债,20260514,20260518,42.77,40.55,40.49
123159.SZ,崧盛转债,20220923,20220927,24.95,,
123159.SZ,崧盛转债,20230523,20230530,24.95,24.95,24.45
123159.SZ,崧盛转债,20240612,20240619,24.95,24.45,24.35
123160.SZ,泰福转债,20220926,20220928,23.4,,
123160.SZ,泰福转债,20230515,20230516,23.4,23.4,19.89
123160.SZ,泰福转债,20230601,20230609,23.4,19.89,19.82
123160.SZ,泰福转债,20240617,20240624,23.4,19.82,19.75
123160.SZ,泰福转债,20250613,20250616,23.4,19.75,19.84
123160.SZ,泰福转债,20250619,20250627,23.4,19.84,19.77
123160.SZ,泰福转债,20260702,20260710,23.4,19.77,19.7
123161.SZ,强联转债,20220930,20221011,86.69,,
123161.SZ,强联转债,20230504,20230511,86.69,86.69,86.59
123161.SZ,强联转债,20230526,20230529,86.69,86.59,40.64
123161.SZ,强联转债,20230920,20230921,86.69,40.64,40.91
123161.SZ,强联转债,20231026,20231031,86.69,40.91,40.36
123161.SZ,强联转债,20240513,20240521,86.69,40.36,40.26
123161.SZ,强联转债,20241024,20241025,86.69,40.26,21.89
123161.SZ,强联转债,20250516,20250523,86.69,21.89,21.8
123162.SZ,东杰转债,20221012,20221014,8.06,,
123162.SZ,东杰转债,20230708,20230714,8.06,8.06,8.05
123163.SZ,金沃转债,20221012,20221014,27.28,,
123163.SZ,金沃转债,20230916,20230925,27.28,27.28,27.08
123163.SZ,金沃转债,20240508,20240515,27.28,27.08,26.93
123164.SZ,法本转债,20221019,20221021,11.12,,
123164.SZ,法本转债,20230530,20230606,11.12,11.12,11.09
123165.SZ,回天转债,20221025,20221027,20.21,,
123165.SZ,回天转债,20230516,20230522,20.21,20.21,15.45
123165.SZ,回天转债,20240516,20240523,20.21,15.45,15.35
123165.SZ,回天转债,20250523,20250530,20.21,15.35,15.2
123165.SZ,回天转债,20260623,20260630,20.21,15.2,15.05
123166.SZ,蒙泰转债,20221031,20221102,26.15,,
123166.SZ,蒙泰转债,20230421,20230427,26.15,26.15,25.95
123166.SZ,蒙泰转债,20240426,20240507,26.15,25.95,25.75
123166.SZ,蒙泰转债,20241106,20241107,26.15,25.75,23.47
123167.SZ,商络转债,20221115,20221117,6.93,,
123167.SZ,商络转债,20230530,20230605,6.93,6.93,6.91
123168.SZ,惠云转债,20221121,20221123,10.8,,
123168.SZ,惠云转债,20230519,20230526,10.8,10.8,10.78
123168.SZ,惠云转债,20240520,20240527,10.8,10.78,10.75
123168.SZ,惠云转债,20250522,20250529,10.8,10.75,10.74
123169.SZ,正海转债,20221121,20221123,13.23,,
123169.SZ,正海转债,20230419,20230426,13.23,13.23,13.03
123169.SZ,正海转债,20240419,20240426,13.23,13.03,12.83
123169.SZ,正海转债,20250523,20250530,13.23,12.83,12.63
123170.SZ,南电转债,20221122,20221124,34.0,,
123170.SZ,南电转债,20230419,20230426,34.0,34.0,33.93
123170.SZ,南电转债,20230921,20230928,34.0,33.93,33.88
123170.SZ,南电转债,20231120,20231121,34.0,33.88,33.89
123170.SZ,南电转债,20240514,20240521,34.0,33.89,33.86
123170.SZ,南电转债,20240606,20240607,34.0,33.86,27.08
123170.SZ,南电转债,20240805,20240806,34.0,27.08,27.09
123170.SZ,南电转债,20240923,20240930,34.0,27.09,27.04
123171.SZ,共同转债,20221124,20221128,27.14,,
123171.SZ,共同转债,20240604,20240612,27.14,27.14,27.12
123171.SZ,共同转债,20260708,20260716,27.14,27.12,27.08
123172.SZ,漱玉转债,20221213,20221215,21.27,,
123172.SZ,漱玉转债,20230523,20230530,21.27,21.27,21.16
123172.SZ,漱玉转债,20240306,20240307,21.27,21.16,15.0
123172.SZ,漱玉转债,20240709,20240716,21.27,15.0,14.95
123172.SZ,漱玉转债,20260527,20260603,21.27,14.95,14.91
123173.SZ,恒锋转债,20221228,20221230,13.85,,
123173.SZ,恒锋转债,20230703,20230705,13.85,13.85,13.81
123173.SZ,恒锋转债,20240627,20240703,13.85,13.81,13.77
123173.SZ,恒锋转债,20260709,20260710,13.85,13.77,10.0
123174.SZ,精锻转债,20230213,20230215,13.09,,
123174.SZ,精锻转债,20230601,20230609,13.09,13.09,12.97
123174.SZ,精锻转债,20240516,20240524,13.09,12.97,12.82
123174.SZ,精锻转债,20240920,20240930,13.09,12.82,12.76
123174.SZ,精锻转债,20250110,20250113,13.09,12.76,9.5
123174.SZ,精锻转债,20250605,20250612,13.09,9.5,9.46
123175.SZ,百畅转债,20230220,20230222,28.32,,
123175.SZ,百畅转债,20230531,20230608,28.32,28.32,28.3
123175.SZ,百畅转债,20230918,20230919,28.32,28.3,24.0
123175.SZ,百畅转债,20240122,20240123,28.32,24.0,20.4
123176.SZ,精测转2,20230228,20230302,64.83,,
123176.SZ,精测转2,20230518,20230525,64.83,64.83,64.54
